DATE,0,1,2,3,4,5,6,7,8,9,Average
2016-04-21,0.85,0.98,1.69,0.98,0.67,0.16,1.5,0.75,0.71,1.26,0.921111111111111
2016-04-22,,,,,0.0,,,,,,0.0
2016-04-23,,,,,,0.11,,,,,0.11
2016-04-24,,,,,,,,,,,
2016-04-25,,,,,,,,,,,
2016-04-26,,,,,,,,,,,
2016-04-27,,,1.22,2.72,,0.55,0.56,,,1.3,1.2625000000000002
2016-04-28,,,0.2,0.41,,0.35,0.08,,0.2,0.16,0.248
2016-04-29,,,,,0.01,,,0.0,,0.0,0.005
2016-04-30,,,,,,,,0.0,0.04,,0.02
2016-05-01,,,,,,,,,,,
2016-05-02,,,,,,,,,,,
2016-05-03,1.69,0.03,0.13,1.31,1.61,0.3,0.94,1.42,0.8,1.61,0.9144444444444445
2016-05-04,,0.01,,,,,,0.2,,,0.10500000000000001
2016-05-05,,,,,,,,,,,
2016-05-06,0.35,0.0,,0.0,0.67,0.12,,0.15,0.0,0.2,0.1842857142857143
2016-05-07,,,,,,,,,,,
2016-05-08,,,,,,,,,,,
2016-05-09,,,,0.04,,0.04,,,,0.0,0.04
2016-05-10,0.43,1.06,0.79,0.98,0.55,1.26,1.02,0.51,,0.91,0.825
2016-05-11,,0.16,0.12,,,,0.16,,0.16,,0.15000000000000002
2016-05-12,,,,,,,,,,,
2016-05-13,,,,,0.02,,,0.01,,,0.015
2016-05-14,,,,,,,,,,,
2016-05-15,,,,,,,,,,,
2016-05-16,0.24,0.12,0.22,0.39,0.39,0.67,0.43,0.31,0.28,0.56,0.33888888888888885
2016-05-17,,,,,,,,,,,
2016-05-18,,,,,,,,,,,
2016-05-19,,,,,,,,,,,
2016-05-20,,,,,,,,,,,
2016-05-21,,,,,,,,,,,
2016-05-22,,,,,,,,,,,
2016-05-23,,,,,,,,,,,
2016-05-24,1.61,0.0,,0.98,1.54,0.83,0.67,1.22,0.71,0.98,0.945
2016-05-25,,,,,,,,,,,
2016-05-26,,,,,,,,,,,
2016-05-27,,,,0.0,,0.05,,,,,0.025
2016-05-28,,,,0.04,,0.71,,,,,0.375
2016-05-29,,,0.0,0.02,,0.47,0.0,,,0.08,0.1225
2016-05-30,,,,,,,,,,,
2016-05-31,,,,,,,,,,,
2016-06-01,,,,,,0.0,,,,,0.0
2016-06-02,,,,,,,,,,,
2016-06-03,,,,,,,,,,,
2016-06-04,,,,0.36,,0.12,0.02,,,,0.16666666666666666
2016-06-05,,,,,,0.0,,,,,0.0
2016-06-06,,,,,,0.35,0.02,,,0.11,0.185
2016-06-07,,0.01,,0.08,0.0,,0.04,0.0,,,0.026000000000000002
2016-06-08,,,,,,0.02,,0.0,,,0.01
2016-06-09,,,,,,0.0,,,,,0.0
2016-06-10,,,,,,,,,,,
2016-06-11,,,,,,,,0.47,,,0.47
2016-06-12,,,,,0.12,0.2,,0.16,,,0.16
2016-06-13,,0.04,0.03,,,,,,,,0.035
2016-06-14,,0.04,0.04,,,,,,,,0.04
2016-06-15,0.33,0.51,,0.01,0.63,,0.32,0.55,,,0.39166666666666666
2016-06-16,,,0.79,0.02,0.0,0.0,0.0,,0.28,0.08,0.18166666666666667
2016-06-17,,,,,,,,,,,
2016-06-18,,,,,,,,,,,
2016-06-19,,,0.24,0.0,0.0,,,,,0.47,0.08
2016-06-20,,,0.02,1.26,,1.14,,,,0.39,0.8066666666666666
2016-06-21,,,0.0,,,,,,,0.16,0.0
2016-06-22,,,0.08,0.79,1.22,1.93,,,,0.53,1.005
2016-06-23,,,,,,0.04,,0.0,,,0.02
2016-06-24,0.09,0.43,0.71,2.6,0.14,0.01,1.69,0.35,1.46,2.09,0.831111111111111
2016-06-25,,,,,,,,,,,
2016-06-26,,,,,,,,,,,
2016-06-27,,,,,,0.28,,,,,0.28
2016-06-28,,,,,,0.26,,,,0.0,0.26
2016-06-29,,,0.01,0.08,,1.97,,,,0.12,0.6866666666666666
2016-06-30,0.08,,,0.01,0.01,,0.04,0.03,,,0.033999999999999996
2016-07-01,3.07,1.57,,0.87,3.52,0.75,1.5,2.24,,1.26,1.9314285714285713
2016-07-02,1.18,1.06,0.31,1.93,0.94,0.24,1.5,2.13,0.83,1.73,1.1244444444444444
2016-07-03,,0.0,0.75,2.68,,0.33,0.16,,0.02,0.48,0.6566666666666666
2016-07-04,,2.87,0.55,0.11,,,7.4,,1.65,2.6,2.516
2016-07-05,3.86,3.46,0.01,0.12,4.69,,0.56,10.31,0.6,0.05,2.9512500000000004
2016-07-06,0.0,0.98,1.81,0.04,0.02,,1.22,0.12,0.24,,0.55375
2016-07-07,0.0,,0.24,,0.0,,0.43,,0.08,0.0,0.14999999999999997
2016-07-08,,,,,,0.01,0.04,,,0.0,0.025
2016-07-09,,,,,,,,,,,
2016-07-10,,,,,,,,,,,
2016-07-11,,,,,,0.16,,,,0.59,0.16
2016-07-12,0.08,,0.0,1.57,0.12,2.24,0.12,0.24,0.01,0.12,0.5475
2016-07-13,0.0,,,,0.0,0.04,,,,0.2,0.013333333333333334
2016-07-14,,2.05,,,0.0,,,0.04,0.0,0.0,0.5225
2016-07-15,,,,,0.0,,,0.0,,,0.0
2016-07-16,1.77,3.78,0.18,0.79,1.73,,1.57,2.13,1.48,0.39,1.67875
2016-07-17,0.16,0.12,,,0.24,,0.02,0.17,,,0.142
2016-07-18,,,,,0.01,,,0.0,0.03,,0.013333333333333334
2016-07-19,,,,,,,,,,,
2016-07-20,,0.04,,,,,0.0,,,,0.02
2016-07-21,,,,,,,,,,,
2016-07-22,,,,,,,,,,,
2016-07-23,,,,,0.02,,,,,,0.02
2016-07-24,0.0,0.02,,,0.02,,,2.62,0.0,,0.532
2016-07-25,,,,,,,,2.48,0.0,,1.24
2016-07-26,,,,,,,,,,,
2016-07-27,,,,,,,0.0,,,,0.0
2016-07-28,0.04,,,0.03,0.01,,0.0,0.16,0.04,,0.04666666666666667
2016-07-29,1.14,,,,2.34,,0.0,0.39,,,0.9675
2016-07-30,0.16,0.0,0.0,,0.04,,,,,,0.05
2016-07-31,,0.79,,,0.01,,,0.04,,,0.28
2016-08-01,,0.08,0.16,,,,,0.39,,,0.21
2016-08-02,,0.08,0.08,,,,0.0,,,0.02,0.05333333333333334
2016-08-03,,,,0.01,,0.16,0.0,,,0.02,0.05666666666666667
2016-08-04,,,,,,0.12,,,,,0.12
2016-08-05,,,,,,0.0,,,,,0.0
2016-08-06,,,,,,,,,,,
2016-08-07,,,,,,0.06,0.28,,,,0.17
2016-08-08,,0.94,,,,,,,,,0.94
2016-08-09,,0.0,,,,,,,,,0.0
2016-08-10,,,,,,,,,,,
2016-08-11,,,,,,,,,,,
2016-08-12,,,,,,,,,,,
2016-08-13,,,,,,,,,,,
2016-08-14,,,,,,,,,,,
2016-08-15,,0.02,,,0.0,,,,0.0,,0.006666666666666667
2016-08-16,,0.02,3.31,,0.02,,0.0,0.0,0.04,0.83,0.5650000000000001
2016-08-17,,,,,,,,,,,
2016-08-18,,,,,,,,,,,
2016-08-19,,,,,,0.2,,,,,0.2
2016-08-20,,,,,,,,,,,
2016-08-21,0.0,0.04,,,0.0,,,0.03,,0.0,0.0175
2016-08-22,,,,,0.02,,,,,,0.02
2016-08-23,,,0.04,,0.31,,,,,0.04,0.175
2016-08-24,,,,,0.0,,0.28,0.0,,,0.09333333333333334
2016-08-25,,,,,0.2,,0.0,0.16,,,0.12
2016-08-26,0.31,3.17,0.08,,0.79,,0.7,0.51,1.57,,1.0185714285714287
2016-08-27,,,,0.08,,0.16,,,,0.08,0.12
2016-08-28,0.0,3.72,2.83,0.63,0.08,2.28,0.12,,1.02,2.13,1.335
2016-08-29,,1.89,0.63,,,,0.12,0.03,8.11,0.12,2.1559999999999997
2016-08-30,,0.28,0.0,,,0.0,0.02,0.03,6.38,,1.1183333333333334
2016-08-31,0.59,0.08,,,0.71,,0.13,0.06,0.24,,0.30166666666666664
2016-09-01,,,,,,,0.03,0.0,,,0.015
2016-09-02,0.59,0.05,2.28,0.0,0.2,0.79,0.04,0.13,0.12,2.95,0.4666666666666667
2016-09-03,,0.28,5.39,,0.02,,0.0,0.12,6.3,3.23,2.018333333333333
2016-09-04,,0.04,0.08,,,,,,0.39,0.0,0.17
2016-09-05,,1.77,0.13,,,0.0,0.0,,0.16,0.0,0.41200000000000003
2016-09-06,,,,,,0.0,,,0.02,,0.01
2016-09-07,,,,0.0,,0.04,,,,0.0,0.02
2016-09-08,,0.08,0.28,,,,0.91,1.81,0.39,0.04,0.6940000000000001
2016-09-09,,0.1,0.04,,,,0.03,0.04,0.16,,0.074
2016-09-10,,,3.12,,,,0.0,,0.01,0.0,1.0433333333333332
2016-09-11,0.01,0.02,,,,,,0.01,0.12,,0.04
2016-09-12,0.0,0.16,0.98,0.24,,0.47,0.39,0.16,0.55,0.98,0.36875
2016-09-13,,,,,,,,,0.02,,0.02
2016-09-14,,,,,,0.03,,,0.0,,0.015
2016-09-15,,,,,,0.0,,,,,0.0
2016-09-16,,,,0.31,,,0.12,,,0.0,0.215
2016-09-17,0.32,0.47,5.91,4.96,0.28,0.15,4.02,0.08,0.83,4.61,1.8911111111111107
2016-09-18,,0.08,1.02,0.08,,0.0,0.5,,0.35,0.39,0.3383333333333334
2016-09-19,,0.02,0.01,,,0.74,,,0.0,0.0,0.1925
2016-09-20,,,,,,,,,,,
2016-09-21,,,,,,0.0,,,,,0.0
2016-09-22,,,,,,0.04,,,0.04,0.01,0.04
2016-09-23,,,,,,,,,,,
2016-09-24,,,,,,,,,,,
2016-09-25,,,,,,,,,,,
2016-09-26,,,,,,,,,,,
2016-09-27,0.39,0.2,0.24,0.0,,,1.54,0.59,0.03,0.04,0.4271428571428571
2016-09-28,0.04,0.79,0.38,0.47,,2.32,0.0,0.04,0.08,2.36,0.515
2016-09-29,,0.12,0.12,0.02,,0.91,0.0,,0.0,0.24,0.19499999999999998
2016-09-30,,,0.2,1.69,,0.98,0.13,,,1.18,0.75
2016-10-01,,,0.05,0.54,,0.24,0.0,,,0.06,0.20750000000000002
2016-10-02,0.83,,0.0,0.79,0.71,,0.04,0.83,0.0,0.0,0.4571428571428572
2016-10-03,0.43,0.24,0.59,0.0,,,0.24,1.81,0.0,,0.4728571428571428
2016-10-04,,0.0,,,,,,,,,0.0
2016-10-05,0.0,0.87,6.1,2.11,,6.85,0.87,0.0,3.98,3.74,2.5974999999999997
2016-10-06,,0.01,0.0,,,,,,0.04,,0.016666666666666666
2016-10-07,,0.08,0.03,,,0.08,,,0.03,,0.055
2016-10-08,0.28,0.08,2.01,1.61,0.28,0.91,1.89,0.2,1.48,1.54,0.9711111111111111
2016-10-09,,,,,,,,,0.0,,0.0
2016-10-10,,,,,,,,,,,
2016-10-11,,,,,,0.0,,,,,0.0
2016-10-12,,0.01,,,,,,,,,0.01
2016-10-13,,,,,,,,,0.0,,0.0
2016-10-14,,,,,,,,,0.0,,0.0
2016-10-15,,,,,,,,,,,
2016-10-16,,,0.91,1.77,,,,,,1.38,1.34
2016-10-17,,,,0.0,,,0.08,,,0.2,0.04
2016-10-18,,,,,,,,,0.0,,0.0
2016-10-19,,,,,,,,,,,
2016-10-20,,,,,,,,,,,
2016-10-21,,0.04,0.0,0.03,,0.59,0.0,,,0.0,0.13199999999999998
2016-10-22,,0.0,,0.0,,0.98,,,,0.0,0.32666666666666666
2016-10-23,,0.83,0.2,0.04,0.12,0.12,,0.02,0.04,0.0,0.19571428571428573
2016-10-24,,,0.0,,,,,,,,0.0
2016-10-25,1.27,0.24,0.04,0.27,1.46,,0.87,1.3,0.63,0.08,0.76
2016-10-26,,,,0.0,0.0,0.31,,,,0.0,0.10333333333333333
2016-10-27,,,,,,,,,,,
2016-10-28,0.02,0.04,0.1,0.51,0.01,0.91,0.35,0.02,0.24,0.24,0.24444444444444446
2016-10-29,,0.63,0.08,,,,,,0.02,,0.24333333333333332
2016-10-30,,,,,,,,,0.31,,0.31
2016-10-31,0.04,,,0.03,0.02,0.02,,,0.59,,0.13999999999999999
2016-11-01,,,,,,,,,0.23,,0.23
2016-11-02,,,,,,,,,0.16,,0.16
2016-11-03,0.0,,,0.0,0.01,,0.0,0.0,0.0,,0.0016666666666666668
2016-11-04,,,,,0.0,,,0.0,,,0.0
2016-11-05,,,,,0.0,,,0.0,,,0.0
2016-11-06,0.0,1.1,0.04,,,,,,0.0,0.0,0.28500000000000003
2016-11-07,0.08,,0.02,,,,,0.01,,0.02,0.03666666666666667
2016-11-08,0.03,0.0,0.0,0.16,0.12,0.24,0.31,,1.14,0.03,0.24999999999999997
2016-11-09,,,,,,,,,0.47,,0.47
2016-11-10,,,,,,0.28,,,,0.28,0.28
2016-11-11,0.28,,,0.02,0.16,,0.04,0.08,0.31,,0.14833333333333334
2016-11-12,,,,,,,,,,,
2016-11-13,0.04,,,,0.02,,,0.13,,,0.06333333333333334
2016-11-14,0.12,,0.0,0.35,0.08,0.56,,,,0.3,0.22199999999999998
2016-11-15,,,,,,,,,,,
2016-11-16,,,,,,,,,,,
2016-11-17,,,,,,,,,0.0,,0.0
2016-11-18,,,,,,,,,,,
2016-11-19,0.0,,0.39,0.24,0.0,0.16,0.21,,0.28,0.75,0.18285714285714286
2016-11-20,,,,,,,,,,,
2016-11-21,,,,,,0.35,,,,,0.35
2016-11-22,0.0,0.16,,,0.01,,0.0,0.02,1.46,,0.27499999999999997
2016-11-23,,,,,,,,,,,
2016-11-24,,,,,,0.0,,,1.26,,0.63
2016-11-25,,,,,,,,,,,
2016-11-26,,,,,,0.47,,,,,0.47
2016-11-27,0.11,,,0.31,0.11,0.35,0.12,0.04,,0.07,0.17333333333333334
2016-11-28,0.01,,,0.0,0.0,,0.02,0.02,0.43,0.0,0.08
2016-11-29,0.0,,,,,,0.0,0.0,0.08,,0.02
2016-11-30,,,0.16,,,,,,0.16,0.3,0.16
2016-12-01,0.03,,,0.09,0.04,,0.08,0.02,,0.07,0.052000000000000005
2016-12-02,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0
2016-12-03,,,,,,,,,,,
2016-12-04,,,,,,0.0,,,,,0.0
2016-12-05,0.05,,,,0.06,,0.0,0.04,,,0.037500000000000006
2016-12-06,0.0,,,,0.0,,0.0,0.0,0.47,,0.094
2016-12-07,0.02,,,,,,0.0,0.0,,,0.006666666666666667
2016-12-08,0.0,,,,,,0.01,0.0,0.02,,0.0075
2016-12-09,0.41,0.02,,,0.24,,0.09,0.24,0.39,,0.2316666666666667
2016-12-10,0.0,,,,0.0,,0.0,0.0,0.39,,0.078
2016-12-11,,,,,,,,,0.11,,0.11
2016-12-12,,,,,,,,,,,
2016-12-13,,,,0.08,,0.0,,,,,0.04
2016-12-14,,1.1,0.15,0.0,,,,0.01,0.05,,0.262
2016-12-15,,,,,0.0,0.02,,0.05,0.91,,0.245
2016-12-16,,,,0.01,0.0,0.08,,0.0,0.53,,0.124
2016-12-17,,,,0.0,,,,,,,0.0
2016-12-18,,,,,,,,,,,
2016-12-19,0.03,,0.02,0.54,0.0,0.2,0.07,0.01,,0.07,0.1242857142857143
2016-12-20,0.0,,,0.01,0.0,0.08,0.0,0.0,0.01,0.64,0.014285714285714285
2016-12-21,,,,0.0,,0.47,,,0.03,0.0,0.16666666666666666
2016-12-22,1.86,1.3,0.51,0.58,1.83,0.32,1.35,2.18,1.81,2.36,1.3044444444444445
2016-12-23,0.22,,0.0,0.04,0.24,0.01,0.16,0.5,2.32,0.04,0.43624999999999997
2016-12-24,0.0,,,0.01,0.0,,0.04,0.0,0.08,0.0,0.021666666666666667
2016-12-25,0.0,,,0.0,,,0.0,,,,0.0
2016-12-26,,,,0.16,,0.94,,,0.35,,0.4833333333333332
2016-12-27,,0.91,0.31,0.36,0.02,0.04,0.43,0.08,0.79,0.98,0.36750000000000005
2016-12-28,,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.002
2016-12-29,0.05,,,0.0,0.01,0.0,0.01,0.0,0.16,,0.032857142857142856
2016-12-30,0.0,,,0.02,0.0,,0.0,,0.0,,0.004
2016-12-31,,,,0.0,,,,,,,0.0
2017-01-01,,,,,,,,,,,
2017-01-02,0.01,,,0.0,0.01,0.04,,0.01,,,0.014000000000000002
2017-01-03,0.0,,,0.0,0.0,,,0.0,0.02,,0.004
2017-01-04,,,,,,,,,0.02,,0.02
2017-01-05,,0.24,0.13,,,,,,0.0,,0.12333333333333334
2017-01-06,,0.0,0.0,0.03,,0.16,,,,0.03,0.0475
2017-01-07,,,,0.0,,0.31,,,,0.0,0.155
2017-01-08,,0.08,0.09,0.09,,0.87,,,0.09,0.18,0.244
2017-01-09,0.0,0.02,,0.0,,0.0,,,0.43,0.0,0.09
2017-01-10,0.0,,,,,,,,0.0,,0.0
2017-01-11,,,,,,,,,0.0,,0.0
2017-01-12,0.01,,,,,0.0,,,0.0,,0.0033333333333333335
2017-01-13,0.0,,,,,0.0,,,0.0,,0.0
2017-01-14,0.02,,,0.03,0.02,0.0,0.02,0.01,0.43,,0.07571428571428572
2017-01-15,0.0,,,0.01,0.0,,0.0,0.0,0.16,,0.028333333333333335
2017-01-16,,,,0.0,,,,,0.15,,0.075
2017-01-17,,,,,,,,,0.01,,0.01
2017-01-18,,,,,,,,,,,
2017-01-19,,,,,,,,,0.02,,0.02
2017-01-20,0.17,,,0.1,0.16,0.01,0.13,0.01,0.55,,0.16142857142857145
2017-01-21,1.57,,,0.06,1.97,0.0,0.0,0.01,0.02,,0.5185714285714286
2017-01-22,0.17,,0.02,0.02,0.08,0.03,0.07,0.03,0.28,,0.08750000000000001
2017-01-23,0.0,,,0.02,0.79,0.0,0.0,0.0,1.5,,0.33
2017-01-24,,,,0.05,0.0,0.0,,,0.31,,0.09
2017-01-25,,,,0.0,,,,,,,0.0
2017-01-26,,,,,,,,,,,
2017-01-27,0.16,0.0,,0.04,0.13,,0.09,0.23,,,0.10833333333333334
2017-01-28,0.0,,,0.0,0.0,,0.0,0.0,,,0.0
2017-01-29,1.97,,0.03,,0.79,0.12,0.02,,,0.02,0.5860000000000001
2017-01-30,0.28,0.55,0.01,0.1,0.18,0.12,0.25,0.3,0.83,0.25,0.2911111111111111
2017-01-31,0.0,,,0.0,0.39,,0.0,0.0,,0.0,0.078
2017-02-01,,,,,0.0,0.0,,,0.01,,0.0033333333333333335
2017-02-02,,,,,,,,,0.0,,0.0
2017-02-03,,,,,,,,,,,
2017-02-04,,,,,,0.03,,,,,0.03
2017-02-05,,,0.04,0.07,,0.16,,,0.43,0.19,0.175
2017-02-06,0.07,,,0.0,0.02,,0.02,0.0,1.77,0.01,0.31333333333333335
2017-02-07,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-02-08,,,,,,,,,0.16,,0.16
2017-02-09,,,,0.01,,0.02,,,0.24,,0.09000000000000001
2017-02-10,,,,0.11,,0.16,0.0,,2.56,,0.7075
2017-02-11,,,,0.29,,0.12,0.03,,0.98,,0.355
2017-02-12,,,,0.0,,,0.0,,0.28,,0.09333333333333334
2017-02-13,,,,,,,,,0.05,,0.05
2017-02-14,,,,,,,0.02,,0.16,,0.09
2017-02-15,,,,,,,0.0,,,,0.0
2017-02-16,,,,,,,,,,,
2017-02-17,0.16,,0.03,0.17,0.16,0.0,0.15,0.17,0.08,0.15,0.11499999999999999
2017-02-18,0.0,,,0.0,0.0,,0.0,0.0,0.98,0.0,0.16333333333333333
2017-02-19,,,,,,,,,,,
2017-02-20,0.2,,0.08,0.07,0.06,0.02,0.74,0.2,0.07,,0.18000000000000002
2017-02-21,0.0,,,0.0,0.0,,0.0,0.0,,0.06,0.0
2017-02-22,0.01,,,0.02,,1.02,,,,0.0,0.35000000000000003
2017-02-23,0.2,,,0.53,0.2,,0.69,0.15,0.94,0.91,0.45166666666666666
2017-02-24,0.0,,,0.0,0.0,,0.0,0.0,0.01,0.0,0.0016666666666666668
2017-02-25,,,,,,,,,,,
2017-02-26,,,,,,,,,0.08,,0.08
2017-02-27,,,0.08,,,,,,0.0,,0.04
2017-02-28,,,,,,,,,0.0,0.01,0.0
2017-03-01,,,,,,,,,,0.0,
2017-03-02,,0.67,0.16,0.08,0.22,,0.08,0.04,0.63,0.58,0.26857142857142857
2017-03-03,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-03-04,,,,,,,,,0.0,,0.0
2017-03-05,,,,,,,,,,,
2017-03-06,,,,,0.02,,,,0.35,,0.185
2017-03-07,,,,0.04,0.0,,0.05,,0.21,,0.075
2017-03-08,,,,0.0,,,0.0,,0.71,,0.23666666666666666
2017-03-09,,,,,,,,,0.02,,0.02
2017-03-10,,,,,,,,,0.12,,0.12
2017-03-11,,,,,,,,,,,
2017-03-12,,,,,,,,,,,
2017-03-13,,,,,,,,,0.04,,0.04
2017-03-14,,,,,,,,,0.01,,0.01
2017-03-15,,,,,,,,,0.0,,0.0
2017-03-16,,,,,,,,,,,
2017-03-17,,,,,,,,,,,
2017-03-18,,,,,,,,,,,
2017-03-19,,,,,,,,,,,
2017-03-20,,,,,,0.79,,,,,0.79
2017-03-21,,0.51,0.21,0.38,,,0.0,,0.12,0.35,0.24400000000000005
2017-03-22,,,,0.0,,,0.0,0.0,0.0,0.0,0.0
2017-03-23,,,,,,,,0.0,0.0,,0.0
2017-03-24,,,,,,,,,,,
2017-03-25,,,,0.2,,0.12,0.02,,,0.06,0.11333333333333333
2017-03-26,,0.04,,0.09,,,0.02,0.1,,0.07,0.0625
2017-03-27,,,0.0,0.07,,,0.0,0.02,0.35,0.15,0.088
2017-03-28,,,,0.01,0.02,,0.06,0.06,0.24,0.11,0.078
2017-03-29,,,0.0,0.17,0.0,,0.07,0.0,,0.08,0.048
2017-03-30,,,,0.0,,,0.0,,,0.0,0.0
2017-03-31,0.01,0.24,0.02,0.08,0.01,0.52,0.02,0.07,,0.0,0.12125
2017-04-01,0.02,0.31,0.51,0.0,0.05,,0.16,0.38,,,0.20428571428571432
2017-04-02,0.0,0.04,,,0.04,,0.02,0.09,0.12,0.12,0.051666666666666666
2017-04-03,,,,,0.0,,0.0,0.0,,0.0,0.0
2017-04-04,,,,,,,,,,,
2017-04-05,1.11,,,0.09,0.01,0.02,,,,,0.30750000000000005
2017-04-06,1.65,0.12,0.2,0.88,1.59,0.67,1.3,1.18,0.28,0.91,0.8744444444444445
2017-04-07,0.0,,,0.0,0.0,,0.0,0.0,,0.56,0.0
2017-04-08,,,,,,,,,,0.0,
2017-04-09,,0.28,0.0,,0.04,,,0.07,0.0,,0.078
2017-04-10,,,,,0.0,,,0.0,,,0.0
2017-04-11,,0.04,0.91,0.44,,,0.56,,1.22,0.56,0.634
2017-04-12,,,,0.0,,,0.0,,,0.05,0.0
2017-04-13,,,,,,,,,,0.0,
2017-04-14,,,,,,,,,,,
2017-04-15,,,,0.05,0.24,,,0.24,,,0.17666666666666667
2017-04-16,,,,0.0,0.0,,,0.0,,,0.0
2017-04-17,,,1.28,0.03,,0.59,0.08,,,0.48,0.495
2017-04-18,,0.1,0.16,0.1,0.22,,0.98,0.22,0.16,1.0,0.2771428571428571
2017-04-19,,,,0.0,0.3,,0.02,0.37,,0.0,0.1725
2017-04-20,,,,,0.0,,0.0,0.02,,,0.006666666666666667
2017-04-21,,,,0.06,0.0,,0.07,0.0,,,0.0325
2017-04-22,,0.01,,0.0,,,0.0,,,,0.0033333333333333335
2017-04-23,,,,,,,,,,,
2017-04-24,,,,,,,,,,,
2017-04-25,,,,,,,,,0.0,0.03,0.0
2017-04-26,,,0.16,0.19,,,0.02,,0.02,0.15,0.0975
2017-04-27,,,,0.0,,,0.0,,,0.28,0.0
2017-04-28,,,,,,,,,,0.0,
2017-04-29,,0.0,,,,,,,,,0.0
2017-04-30,,,,,,,,,,,
2017-05-01,,,,,,,,,,,
2017-05-02,,,,,,,,,,,
2017-05-03,,,,,,,,,,,
2017-05-04,,,,,,,,,,,
2017-05-05,,,,0.08,,,,,0.0,0.07,0.04
2017-05-06,,,,0.13,,,,,0.0,0.2,0.065
2017-05-07,,,,0.0,,,,,,0.0,0.0
2017-05-08,,,,,,,,,,,
2017-05-09,,,0.69,0.18,,0.2,0.08,,,0.17,0.2875
2017-05-10,,0.06,,0.15,0.2,,0.28,0.14,0.4,0.65,0.205
2017-05-11,,,,0.0,0.0,,0.16,0.01,,0.0,0.0425
2017-05-12,,,,0.0,,0.98,0.0,0.0,,,0.245
2017-05-13,,,,0.0,,,,0.22,0.0,0.46,0.07333333333333333
2017-05-14,,,,0.0,0.24,,0.06,0.39,,0.0,0.1725
2017-05-15,,,,,0.0,,0.0,0.0,,,0.0
2017-05-16,,,,,,,,,,,
2017-05-17,,,0.0,,,,,,,,0.0
2017-05-18,,,,,,,,,,,
2017-05-19,,,,,,,,,,,
2017-05-20,,,,,,,,,,,
2017-05-21,,,,,,,,,,,
2017-05-22,,,,,,,,,,,
2017-05-23,,,,,,,,,,,
2017-05-24,0.17,0.53,,,0.2,0.02,0.43,0.11,0.16,,0.2314285714285714
2017-05-25,0.0,,,,0.0,,0.0,0.0,0.01,,0.002
2017-05-26,,,,,,,,,0.16,,0.16
2017-05-27,,,,,,,,,0.03,,0.03
2017-05-28,,,,,,,,,,,
2017-05-29,,,,,,,,,,,
2017-05-30,,,,,,,,,,,
2017-05-31,,,,,,,,,,,
2017-06-01,,,,0.0,,,0.14,,,,0.07
2017-06-02,,0.01,,0.0,,,0.0,,,,0.0033333333333333335
2017-06-03,,,0.0,0.0,,,0.01,,0.51,,0.13
2017-06-04,,,,0.0,,,0.0,,,,0.0
2017-06-05,,,,,,,,,0.0,,0.0
2017-06-06,,,,,,0.15,,,0.0,,0.075
2017-06-07,0.7,0.06,0.04,0.38,1.02,,0.54,0.99,0.24,0.67,0.49624999999999997
2017-06-08,0.02,,,0.0,0.08,,0.04,0.04,0.0,0.07,0.03
2017-06-09,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0
2017-06-10,,0.0,,,0.18,,,,0.04,,0.07333333333333333
2017-06-11,,,,0.01,0.0,,,,,,0.005
2017-06-12,,,,0.0,,,,,,,0.0
2017-06-13,,,,,,,,,,,
2017-06-14,,,,,,,,0.52,,,0.52
2017-06-15,,,,,,,,0.0,,,0.0
2017-06-16,,,,,,,,,0.03,,0.03
2017-06-17,,,,,,,,,,,
2017-06-18,,,,,,,,,,,
2017-06-19,,,,,,,,,,,
2017-06-20,,,,,,0.45,,,,,0.45
2017-06-21,,0.0,0.12,0.37,,,,0.0,0.0,0.37,0.098
2017-06-22,,,,0.0,,,,0.24,0.0,0.0,0.08
2017-06-23,,,,,,,,0.0,,,0.0
2017-06-24,,,,,,0.09,,,,,0.09
2017-06-25,,,0.01,,0.14,,0.11,0.03,0.0,0.0,0.05800000000000001
2017-06-26,,,0.02,,0.72,,0.0,0.7,,0.0,0.36
2017-06-27,,,,0.26,0.47,,0.07,0.0,,,0.2
2017-06-28,,,,0.0,0.0,,0.61,0.97,,,0.395
2017-06-29,,,,,,1.57,0.0,0.0,,,0.5233333333333333
2017-06-30,,,0.0,0.07,,,,,,0.47,0.035
2017-07-01,,,0.0,0.05,,,0.2,,,0.01,0.08333333333333333
2017-07-02,0.72,2.56,0.08,0.01,0.67,,0.39,1.83,0.28,0.01,0.8175
2017-07-03,,2.36,0.01,0.05,5.59,,2.89,5.04,1.34,0.08,2.468571428571429
2017-07-04,,0.35,0.0,0.01,0.06,,2.3,0.83,0.55,3.62,0.5857142857142856
2017-07-05,,,,0.01,0.0,,0.43,0.08,,1.92,0.13
2017-07-06,,,,0.02,,,0.0,0.0,,0.0,0.006666666666666667
2017-07-07,0.13,,0.03,1.42,1.36,,1.69,,0.0,0.06,0.7716666666666666
2017-07-08,0.39,0.98,0.0,0.0,0.77,,1.84,1.81,0.02,0.06,0.72625
