DATE,0,1,2,3,4,5,6,7,8,9,Average,Yearly_Deviation
2017-03-01,,,,,,,,,,0.0,0.0,-0.0657142857142857
2017-03-02,,0.67,0.16,0.08,0.22,,0.08,0.04,0.63,0.58,0.2685714285714285,0.2685714285714285
2017-03-03,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-04,,,,,,,,,0.0,,0.0,0.0
2017-03-05,,,,,,,,,,,0.0,-0.2199999999999999
2017-03-06,,,,,0.02,,,,0.35,,0.185,-0.7094444444444445
2017-03-07,,,,0.04,0.0,,0.05,,0.21,,0.075,-0.3907142857142857
2017-03-08,,,,0.0,,,0.0,,0.71,,0.2366666666666666,0.2366666666666666
2017-03-09,,,,,,,,,0.02,,0.02,-0.14
2017-03-10,,,,,,,,,0.12,,0.12,-0.3525
2017-03-11,,,,,,,,,,,0.0,-0.0166666666666666
2017-03-12,,,,,,,,,,,0.0,0.0
2017-03-13,,,,,,,,,0.04,,0.04,0.04
2017-03-14,,,,,,,,,0.01,,0.01,-0.0775
2017-03-15,,,,,,,,,0.0,,0.0,0.0
2017-03-16,,,,,,,,,,,0.0,0.0
2017-03-17,,,,,,,,,,,0.0,0.0
2017-03-18,,,,,,,,,,,0.0,0.0
2017-03-19,,,,,,,,,,,0.0,-0.3
2017-03-20,,,,,,0.79,,,,,0.79,0.79
2017-03-21,,0.51,0.21,0.38,,,0.0,,0.12,0.35,0.244,0.244
2017-03-22,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-23,,,,,,,,0.0,0.0,,0.0,0.0
2017-03-24,,,,,,,,,,,0.0,0.0
2017-03-25,,,,0.2,,0.12,0.02,,,0.06,0.1133333333333333,0.0333333333333333
2017-03-26,,0.04,,0.09,,,0.02,0.1,,0.07,0.0625,0.0475
2017-03-27,,,0.0,0.07,,,0.0,0.02,0.35,0.15,0.088,0.047999999999999994
2017-03-28,,,,0.01,0.02,,0.06,0.06,0.24,0.11,0.078,0.078
2017-03-29,,,0.0,0.17,0.0,,0.07,0.0,,0.08,0.048,0.048
2017-03-30,,,,0.0,,,0.0,,,0.0,0.0,0.0
2017-03-31,0.01,0.24,0.02,0.08,0.01,0.52,0.02,0.07,,0.0,0.12125,0.12125
2017-04-01,0.02,0.31,0.51,0.0,0.05,,0.16,0.38,,,0.2042857142857143,0.2042857142857143
2017-04-02,0.0,0.04,,,0.04,,0.02,0.09,0.12,0.12,0.0516666666666666,0.0516666666666666
2017-04-03,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0
2017-04-04,,,,,,,,,,,0.0,-0.08
2017-04-05,1.11,,,0.09,0.01,0.02,,,,,0.3075,0.11249999999999999
2017-04-06,1.65,0.12,0.2,0.88,1.59,0.67,1.3,1.18,0.28,0.91,0.8744444444444445,0.8744444444444445
2017-04-07,0.0,,,0.0,0.0,,0.0,0.0,,0.56,0.0,0.0
2017-04-08,,,,,,,,,,0.0,0.0,-0.8266666666666667
2017-04-09,,0.28,0.0,,0.04,,,0.07,0.0,,0.078,0.078
2017-04-10,,,,,0.0,,,0.0,,,0.0,0.0
2017-04-11,,0.04,0.91,0.44,,,0.56,,1.22,0.56,0.634,0.624
2017-04-12,,,,0.0,,,0.0,,,0.05,0.0,-0.1166666666666666
2017-04-13,,,,,,,,,,0.0,0.0,0.0
2017-04-14,,,,,,,,,,,0.0,-0.48
2017-04-15,,,,0.05,0.24,,,0.24,,,0.1766666666666666,0.1766666666666666
2017-04-16,,,,0.0,0.0,,,0.0,,,0.0,0.0
2017-04-17,,,1.28,0.03,,0.59,0.08,,,0.48,0.495,0.495
2017-04-18,,0.1,0.16,0.1,0.22,,0.98,0.22,0.16,1.0,0.2771428571428571,-0.5239682539682542
2017-04-19,,,,0.0,0.3,,0.02,0.37,,0.0,0.1725,0.1175
2017-04-20,,,,,0.0,,0.0,0.02,,,0.0066666666666666,0.0066666666666666
2017-04-21,,,,0.06,0.0,,0.07,0.0,,,0.0325,0.0325
2017-04-22,,0.01,,0.0,,,0.0,,,,0.0033333333333333,-0.9177777777777777
2017-04-23,,,,,,,,,,,0.0,0.0
2017-04-24,,,,,,,,,,,0.0,-0.11
2017-04-25,,,,,,,,,0.0,0.03,0.0,0.0
2017-04-26,,,0.16,0.19,,,0.02,,0.02,0.15,0.0975,0.0975
2017-04-27,,,,0.0,,,0.0,,,0.28,0.0,0.0
2017-04-28,,,,,,,,,,0.0,0.0,-1.2625000000000002
2017-04-29,,0.0,,,,,,,,,0.0,-0.248
2017-04-30,,,,,,,,,,,0.0,-0.005
2017-05-01,,,,,,,,,,,0.0,-0.02
2017-05-02,,,,,,,,,,,0.0,0.0
2017-05-03,,,,,,,,,,,0.0,0.0
2017-05-04,,,,,,,,,,,0.0,-0.9144444444444444
2017-05-05,,,,0.08,,,,,0.0,0.07,0.04,-0.065
2017-05-06,,,,0.13,,,,,0.0,0.2,0.065,0.065
2017-05-07,,,,0.0,,,,,,0.0,0.0,-0.1842857142857143
2017-05-08,,,,,,,,,,,0.0,0.0
2017-05-09,,,0.69,0.18,,0.2,0.08,,,0.17,0.2875,0.2875
2017-05-10,,0.06,,0.15,0.2,,0.28,0.14,0.4,0.65,0.205,0.16499999999999998
2017-05-11,,,,0.0,0.0,,0.16,0.01,,0.0,0.0425,-0.7825
2017-05-12,,,,0.0,,0.98,0.0,0.0,,,0.245,0.095
2017-05-13,,,,0.0,,,,0.22,0.0,0.46,0.0733333333333333,0.0733333333333333
2017-05-14,,,,0.0,0.24,,0.06,0.39,,0.0,0.1725,0.15749999999999997
2017-05-15,,,,,0.0,,0.0,0.0,,,0.0,0.0
2017-05-16,,,,,,,,,,,0.0,0.0
2017-05-17,,,0.0,,,,,,,,0.0,-0.3388888888888888
2017-05-18,,,,,,,,,,,0.0,0.0
2017-05-19,,,,,,,,,,,0.0,0.0
2017-05-20,,,,,,,,,,,0.0,0.0
2017-05-21,,,,,,,,,,,0.0,0.0
2017-05-22,,,,,,,,,,,0.0,0.0
2017-05-23,,,,,,,,,,,0.0,0.0
2017-05-24,0.17,0.53,,,0.2,0.02,0.43,0.11,0.16,,0.2314285714285714,0.2314285714285714
2017-05-25,0.0,,,,0.0,,0.0,0.0,0.01,,0.002,-0.943
2017-05-26,,,,,,,,,0.16,,0.16,0.16
2017-05-27,,,,,,,,,0.03,,0.03,0.03
2017-05-28,,,,,,,,,,,0.0,-0.025
2017-05-29,,,,,,,,,,,0.0,-0.375
2017-05-30,,,,,,,,,,,0.0,-0.1225
2017-05-31,,,,,,,,,,,0.0,0.0
2017-06-01,,,,0.0,,,0.14,,,,0.07,0.07
2017-06-02,,0.01,,0.0,,,0.0,,,,0.0033333333333333,0.0033333333333333
2017-06-03,,,0.0,0.0,,,0.01,,0.51,,0.13,0.13
2017-06-04,,,,0.0,,,0.0,,,,0.0,0.0
2017-06-05,,,,,,,,,0.0,,0.0,-0.1666666666666666
2017-06-06,,,,,,0.15,,,0.0,,0.075,0.075
2017-06-07,0.7,0.06,0.04,0.38,1.02,,0.54,0.99,0.24,0.67,0.4962499999999999,0.3112499999999999
2017-06-08,0.02,,,0.0,0.08,,0.04,0.04,0.0,0.07,0.03,0.004
2017-06-09,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.01
2017-06-10,,0.0,,,0.18,,,,0.04,,0.0733333333333333,0.0733333333333333
2017-06-11,,,,0.01,0.0,,,,,,0.005,0.005
2017-06-12,,,,0.0,,,,,,,0.0,-0.47
2017-06-13,,,,,,,,,,,0.0,-0.16
2017-06-14,,,,,,,,0.52,,,0.52,0.485
2017-06-15,,,,,,,,0.0,,,0.0,-0.04
2017-06-16,,,,,,,,,0.03,,0.03,-0.3616666666666666
2017-06-17,,,,,,,,,,,0.0,-0.1816666666666666
2017-06-18,,,,,,,,,,,0.0,0.0
2017-06-19,,,,,,,,,,,0.0,0.0
2017-06-20,,,,,,0.45,,,,,0.45,0.37
2017-06-21,,0.0,0.12,0.37,,,,0.0,0.0,0.37,0.098,-0.7086666666666667
2017-06-22,,,,0.0,,,,0.24,0.0,0.0,0.08,0.08
2017-06-23,,,,,,,,0.0,,,0.0,-1.005
2017-06-24,,,,,,0.09,,,,,0.09,0.06999999999999999
2017-06-25,,,0.01,,0.14,,0.11,0.03,0.0,0.0,0.058,-0.773111111111111
2017-06-26,,,0.02,,0.72,,0.0,0.7,,0.0,0.36,0.36
2017-06-27,,,,0.26,0.47,,0.07,0.0,,,0.2,0.2
2017-06-28,,,,0.0,0.0,,0.61,0.97,,,0.395,0.11499999999999999
2017-06-29,,,,,,1.57,0.0,0.0,,,0.5233333333333333,0.2633333333333333
2017-06-30,,,0.0,0.07,,,,,,0.47,0.035,-0.6516666666666666
2017-07-01,,,0.0,0.05,,,0.2,,,0.01,0.0833333333333333,0.0493333333333334
2017-07-02,0.72,2.56,0.08,0.01,0.67,,0.39,1.83,0.28,0.01,0.8175,-1.1139285714285716
2017-07-03,,2.36,0.01,0.05,5.59,,2.89,5.04,1.34,0.08,2.468571428571429,1.3441269841269845
2017-07-04,,0.35,0.0,0.01,0.06,,2.3,0.83,0.55,3.62,0.5857142857142856,-0.07095238095238099
2017-07-05,,,,0.01,0.0,,0.43,0.08,,1.92,0.13,-2.386
2017-07-06,,,,0.02,,,0.0,0.0,,0.0,0.0066666666666666,-2.9445833333333336
2017-07-07,0.13,,0.03,1.42,1.36,,1.69,,0.0,0.06,0.7716666666666666,0.21791666666666665
2017-07-08,0.39,0.98,0.0,0.0,0.77,,1.84,1.81,0.02,0.06,0.72625,0.57625
2017-07-09,0.02,,0.44,0.55,0.37,,0.59,0.69,,0.07,0.4433333333333333,0.4183333333333333
2017-07-10,0.0,0.22,0.0,0.01,2.03,,1.65,1.11,0.0,0.01,0.6275,0.6275
2017-07-11,,0.59,,0.02,4.65,0.98,0.96,4.58,0.0,0.33,1.682857142857143,1.682857142857143
2017-07-12,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,-0.16
2017-07-13,0.0,,,,,,,,,,0.0,-0.5475
2017-07-14,,,,0.86,,,,,0.0,,0.43,0.4166666666666667
2017-07-15,1.73,0.1,0.0,0.02,1.08,,1.03,0.23,0.0,,0.5237499999999999,0.0012499999999999734
2017-07-16,2.24,0.39,0.0,0.15,1.48,,0.01,0.34,0.03,,0.5800000000000001,0.5800000000000001
2017-07-17,0.0,,0.01,0.0,0.0,,0.0,0.0,,,0.0016666666666666,-1.6770833333333333
2017-07-18,,,,0.91,0.39,,0.31,0.01,,0.31,0.405,0.263
2017-07-19,,,,0.0,0.0,,0.0,0.0,,0.01,0.0,-0.0133333333333333
2017-07-20,,,,,,,,,,0.0,0.0,0.0
2017-07-21,,,,,,,,,,,0.0,-0.02
2017-07-22,,0.83,,,0.02,,,0.06,0.04,,0.2375,0.2375
2017-07-23,,0.43,0.0,,1.54,,,2.45,0.02,,0.8879999999999999,0.8879999999999999
2017-07-24,0.8,0.12,0.16,,3.74,,0.05,0.66,0.16,,0.812857142857143,0.7928571428571429
2017-07-25,0.48,0.1,0.59,,0.1,,1.11,0.19,0.87,0.15,0.4914285714285715,-0.040571428571428536
2017-07-26,0.0,,,,0.0,,0.0,0.0,,0.04,0.0,-1.24
2017-07-27,,,,,,,,,,0.0,0.0,0.0
2017-07-28,0.57,0.18,,,0.39,,,0.94,0.08,,0.432,0.432
2017-07-29,,0.2,1.08,,0.08,,0.5,0.0,0.0,,0.31,0.2633333333333334
2017-07-30,,,,,0.0,,0.0,0.0,,,0.0,-0.9675
2017-07-31,0.91,0.08,,0.01,0.02,,0.0,,,,0.204,0.15399999999999997
2017-08-01,,0.0,0.08,1.37,0.2,,1.5,,0.0,0.11,0.525,0.245
2017-08-02,,0.02,,0.0,0.0,,0.0,,,0.0,0.005,-0.205
2017-08-03,,,,,,,0.0,,,,0.0,-0.0533333333333333
2017-08-04,,,,,,,,,,,0.0,-0.0566666666666666
2017-08-05,,,,,,,,,,,0.0,-0.12
2017-08-06,,,,,,,,,,,0.0,0.0
2017-08-07,,0.24,,,0.2,,,0.05,,,0.1633333333333333,0.1633333333333333
2017-08-08,,,,,0.0,2.32,,0.0,0.59,,0.7274999999999999,0.5574999999999999
2017-08-09,,0.65,0.39,0.04,0.0,0.47,0.79,,0.11,0.25,0.35,-0.59
2017-08-10,0.2,2.05,1.57,0.0,0.27,,0.83,1.62,0.0,0.32,0.8175000000000001,0.8175000000000001
2017-08-11,,3.35,0.0,,0.06,,0.0,0.96,0.16,0.0,0.755,0.755
2017-08-12,,,0.0,,0.0,,,0.0,,,0.0,0.0
2017-08-13,,,0.0,0.04,,,,,,,0.02,0.02
2017-08-14,,1.18,2.48,3.06,,2.05,1.3,,0.0,0.04,1.6783333333333337,1.6783333333333337
2017-08-15,3.43,3.19,2.17,0.5,1.02,,1.74,0.25,0.0,1.32,1.5375,1.5375
2017-08-16,0.43,2.64,0.87,0.08,2.74,,1.06,2.83,0.16,0.0,1.3512500000000005,1.344583333333334
2017-08-17,0.09,0.55,0.0,0.0,0.08,,0.09,0.2,0.12,0.19,0.14125,-0.42375000000000007
2017-08-18,,0.67,,,0.0,,0.0,0.04,0.24,0.0,0.19,0.19
2017-08-19,,0.39,,,,,,0.17,0.36,,0.3066666666666667,0.3066666666666667
2017-08-20,2.36,0.79,0.08,0.52,2.3,,0.49,0.78,0.0,0.03,0.915,0.7150000000000001
2017-08-21,0.36,0.04,,2.21,2.7,,1.06,1.73,0.01,0.0,1.1585714285714286,1.1585714285714286
2017-08-22,,0.16,0.24,0.17,0.1,,0.41,0.61,,0.01,0.2816666666666667,0.26416666666666666
2017-08-23,0.7,0.16,0.0,0.19,0.53,,0.05,0.0,,1.07,0.2328571428571428,0.2128571428571428
2017-08-24,0.21,1.18,,0.0,0.79,,0.13,1.12,0.55,0.03,0.5685714285714285,0.3935714285714285
2017-08-25,0.21,,0.03,1.11,0.47,,1.87,2.82,,0.0,1.085,0.9916666666666667
2017-08-26,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,-0.12
2017-08-27,,,,,,,,,,,0.0,-1.018571428571429
2017-08-28,,,,,,,,,,,0.0,-0.12
2017-08-29,,0.12,0.12,0.04,0.35,,1.39,0.32,0.12,,0.3514285714285714,-0.9835714285714285
2017-08-30,,,0.0,0.0,0.0,,0.0,0.0,0.02,,0.0033333333333333,-2.1526666666666667
2017-08-31,,,,,,,0.02,,0.0,,0.01,-1.1083333333333334
2017-09-01,,,0.03,,,,0.0,,,,0.015,-0.28666666666666657
2017-09-02,,,,,,,,,,,0.0,-0.015
2017-09-03,,,,,,,,,,,0.0,-0.4666666666666667
2017-09-04,,,,,,,,,,,0.0,-2.018333333333333
2017-09-05,,,,0.29,,,,,,,0.29,0.11999999999999997
2017-09-06,,,0.2,0.81,,,0.06,,0.0,0.11,0.2675,-0.14449999999999996
2017-09-07,,,0.04,0.7,0.08,1.5,0.03,0.04,0.04,1.67,0.3471428571428571,0.3371428571428571
2017-09-08,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,-0.02
2017-09-09,,,,,,,,,,0.0,0.0,-0.6940000000000001
2017-09-10,,,,,,,,,,,0.0,-0.074
2017-09-11,,0.59,2.24,2.26,0.96,0.83,3.02,0.77,3.15,7.11,1.7275,0.6841666666666668
2017-09-12,,,,0.01,0.0,,0.01,0.0,0.43,3.28,0.09,0.049999999999999996
2017-09-13,,,,0.0,,,0.0,0.0,0.04,0.0,0.01,-0.35875
2017-09-14,,,,,,,,,,,0.0,-0.02
2017-09-15,,0.0,,,,,,,,,0.0,-0.015
2017-09-16,,0.01,,,,,,,,,0.01,0.01
2017-09-17,,0.24,0.94,,,,,,0.31,0.27,0.4966666666666666,0.2816666666666666
2017-09-18,,,,,,,,,0.0,0.01,0.0,-1.8911111111111107
2017-09-19,,,,,,,,,,0.0,0.0,-0.3383333333333334
2017-09-20,,,,,0.31,,0.05,0.45,0.01,,0.205,0.012499999999999983
2017-09-21,,,,,0.0,,0.0,0.0,,,0.0,0.0
2017-09-22,,,,,,,,,,,0.0,0.0
2017-09-23,,,,,,,,,,,0.0,-0.04
2017-09-24,,,,,,,,,,,0.0,0.0
2017-09-25,,,,,,,,,,,0.0,0.0
2017-09-26,,,,,,,,,,,0.0,0.0
2017-09-27,,0.26,1.93,0.17,0.02,,1.18,0.01,0.91,0.64,0.64,0.64
2017-09-28,,0.2,0.01,0.06,0.0,,0.03,0.0,0.08,0.08,0.0542857142857142,-0.3728571428571429
2017-09-29,,,,0.0,,,0.0,,,0.0,0.0,-0.515
2017-09-30,,,,,,,,,,,0.0,-0.1949999999999999
2017-10-01,,,,0.05,,1.17,0.62,,,,0.6133333333333334,-0.1366666666666666
2017-10-02,,0.43,0.93,1.52,0.22,2.99,0.09,0.29,0.91,4.31,0.9225,0.715
2017-10-03,,0.75,,0.0,0.0,,0.0,0.0,0.03,0.0,0.13,-0.3271428571428572
2017-10-04,,0.01,0.08,,,,,,0.0,,0.03,-0.44285714285714284
2017-10-05,,,0.0,,,,,,,,0.0,0.0
2017-10-06,,0.65,0.91,0.47,,,,,0.2,0.27,0.5575,-2.04
2017-10-07,,0.24,0.0,0.19,0.02,,0.06,0.11,0.16,0.14,0.1114285714285714,0.0947619047619048
2017-10-08,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,-0.055
2017-10-09,,,,,,,,,,,0.0,-0.9711111111111111
2017-10-10,,,,,,,,,,,0.0,0.0
2017-10-11,0.65,0.96,0.01,0.08,0.78,,0.22,1.26,0.08,,0.505,0.505
2017-10-12,,0.04,1.03,0.0,0.02,,0.02,0.02,1.3,,0.3471428571428571,0.3471428571428571
2017-10-13,,0.0,,0.07,0.0,,0.05,0.0,0.94,0.27,0.1766666666666666,0.1666666666666666
2017-10-14,,,,0.0,,,0.0,,0.08,0.0,0.0266666666666666,0.0266666666666666
2017-10-15,,,0.0,0.08,,0.55,,,,0.32,0.21,0.21
2017-10-16,,,,0.01,,0.83,,,,0.08,0.42,0.42
2017-10-17,,,,0.0,,,,,,0.0,0.0,-1.34
2017-10-18,,,0.0,,,,,,,,0.0,-0.04
2017-10-19,,0.04,0.2,,0.0,,,0.28,0.01,,0.106,0.106
2017-10-20,,,,,0.0,,,0.0,,,0.0,0.0
2017-10-21,,,,,,,,,,,0.0,0.0
2017-10-22,,,,,,,,,,,0.0,-0.1319999999999999
2017-10-23,,,0.0,,,,,,0.0,,0.0,-0.3266666666666666
2017-10-24,,,0.0,,,,,,,,0.0,-0.1957142857142857
2017-10-25,,,,,,,,,,0.05,0.0,0.0
2017-10-26,,,,,,,,,,0.0,0.0,-0.76
2017-10-27,,,,,,,,,,,0.0,-0.1033333333333333
2017-10-28,,,,,,,,,,,0.0,0.0
2017-10-29,,,,,,,,,,,0.0,-0.2444444444444444
2017-10-30,,0.31,,,,,,,0.0,,0.155,-0.08833333333333329
2017-10-31,,,,,,,,,,,0.0,-0.31
2017-11-01,,,,,,,,,,,0.0,-0.1399999999999999
2017-11-02,,,,,,,,,,,0.0,-0.23
2017-11-03,,,,,0.06,,,0.15,,,0.105,-0.05500000000000001
2017-11-04,,1.46,0.0,0.04,0.04,,0.01,0.08,0.91,,0.3628571428571429,0.3611904761904763
2017-11-05,,,,0.0,0.0,,0.0,0.0,,,0.0,0.0
2017-11-06,,,,,,,,,,,0.0,0.0
2017-11-07,,,,,,,,,,,0.0,-0.285
2017-11-08,,,,,,,0.03,,,,0.03,-0.006666666666666599
2017-11-09,,,,,,,0.0,,,,0.0,-0.2499999999999999
2017-11-10,,,,,,,,,,,0.0,-0.47
2017-11-11,,,,,0.3,,0.12,0.21,0.0,,0.1574999999999999,-0.12250000000000014
2017-11-12,,,,,0.0,,0.0,0.0,,,0.0,-0.1483333333333333
2017-11-13,,,,,,,,,,,0.0,0.0
2017-11-14,,,,,0.18,,,0.01,,,0.095,0.031666666666666704
2017-11-15,,,,,0.0,,,0.0,0.03,,0.01,-0.21199999999999988
2017-11-16,,,,,,,,,0.0,,0.0,0.0
2017-11-17,,,,,,,,,,,0.0,0.0
2017-11-18,,,,0.01,,,0.0,,1.18,0.01,0.3966666666666666,0.3966666666666666
2017-11-19,,,,0.0,,,0.0,,0.39,0.0,0.13,0.13
2017-11-20,,,,,,,,,0.03,,0.03,-0.1528571428571428
2017-11-21,,,,,,,,,0.04,,0.04,0.04
2017-11-22,,,,,0.02,,,0.01,,,0.015,-0.33499999999999996
2017-11-23,,,,0.01,0.0,,0.0,0.02,0.08,,0.022,-0.2529999999999999
2017-11-24,,,0.0,0.0,0.05,,0.26,0.05,0.01,,0.0616666666666666,0.0616666666666666
2017-11-25,1.34,,,,0.0,,0.06,0.0,0.0,,0.28,-0.35
2017-11-26,,0.16,,,,0.08,0.0,,0.67,,0.2275,0.2275
2017-11-27,,,,,,,,,,,0.0,-0.47
2017-11-28,,,,,,,,,,,0.0,-0.1733333333333333
2017-11-29,,,,,0.02,,,0.01,,,0.015,-0.065
2017-11-30,,,,,0.0,,,0.0,0.18,,0.06,0.039999999999999994
2017-12-01,,,,,,,,,0.02,,0.02,-0.14
2017-12-02,,,,,,,,,,,0.0,-0.052
2017-12-03,,,,,0.16,,,0.02,,,0.09,0.09
2017-12-04,,,,0.05,0.0,,,0.0,0.0,,0.0125,0.0125
2017-12-05,,,,0.03,0.0,0.18,,,0.88,,0.2725,0.2725
2017-12-06,,,,0.02,0.01,,0.06,0.01,0.0,,0.0199999999999999,-0.0175000000000001
2017-12-07,,,,0.0,0.04,,0.12,0.04,0.0,,0.04,-0.054
2017-12-08,,,,0.2,0.0,,0.0,0.0,0.63,,0.166,0.1593333333333334
2017-12-09,,,,0.0,,,,,0.12,,0.06,0.0525
2017-12-10,0.31,,,0.16,0.16,0.31,,0.13,0.02,,0.1816666666666666,-0.0500000000000001
2017-12-11,,,,0.79,0.0,,0.12,0.15,0.0,0.01,0.212,0.134
2017-12-12,,,,0.07,,,0.02,0.0,0.16,0.0,0.0625,-0.0475
2017-12-13,,,,0.01,,,0.0,,0.11,,0.04,0.04
2017-12-14,,,,0.0,,,,,0.08,,0.04,0.0
2017-12-15,,,,,,,,,0.04,,0.04,-0.222
2017-12-16,,,,0.01,,,,0.0,0.0,,0.0033333333333333,-0.2416666666666667
2017-12-17,,,,0.21,,0.09,,0.0,0.21,,0.1275,0.003500000000000003
2017-12-18,0.12,,,0.0,0.09,,,0.03,0.0,,0.048,0.048
2017-12-19,,,,,0.04,,0.02,0.03,0.2,,0.0725,0.0725
2017-12-20,,,,0.39,0.0,,0.39,0.0,0.0,,0.156,0.031714285714285695
2017-12-21,0.0,,,0.2,0.01,,0.07,0.04,0.0,,0.0533333333333333,0.0390476190476191
2017-12-22,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,-0.1666666666666666
2017-12-23,,,,,,,,,,,0.0,-1.3044444444444443
2017-12-24,0.83,,,0.71,0.26,0.28,0.09,0.02,,,0.365,-0.07124999999999992
2017-12-25,,,,0.1,0.53,,0.75,0.5,0.2,0.41,0.416,0.39433333333333337
2017-12-26,,,,0.0,0.0,,0.01,0.0,0.01,0.0,0.004,0.004
2017-12-27,,,,,,,0.0,,0.05,,0.025,-0.4583333333333332
2017-12-28,,,,,,,,,0.0,,0.0,-0.3675
2017-12-29,,,,,,,,,0.01,,0.01,0.008
2017-12-30,,,,,,,,,,,0.0,-0.0328571428571428
2017-12-31,,,,0.01,0.07,,0.06,0.08,0.54,,0.152,0.148
2018-01-01,,,,0.01,,,,,0.0,,0.005,0.005
2018-01-02,,,,,,,,,0.0,,0.0,-0.014
2018-01-03,,,,,,,,,0.16,,0.16,0.156
2018-01-04,,,,,,,,,0.2,,0.2,0.18000000000000002
2018-01-05,,,,,,,,,0.04,0.03,0.04,-0.08333333333333329
2018-01-06,,,,,,,,,0.12,0.0,0.12,0.0725
2018-01-07,,,,,,,,,,,0.0,-0.155
2018-01-08,,,0.12,0.13,0.39,0.24,0.04,,0.16,0.13,0.18,-0.064
2018-01-09,,,0.0,0.07,0.04,,0.15,0.02,0.03,0.13,0.0516666666666666,-0.0383333333333334
2018-01-10,,,0.0,0.12,0.03,0.14,0.14,0.0,0.02,0.0,0.0642857142857143,0.0642857142857143
2018-01-11,,,,0.65,0.0,0.31,0.01,,0.28,0.01,0.25,0.25
2018-01-12,,,,0.19,,0.09,1.57,,0.28,0.0,0.5325,0.5291666666666667
2018-01-13,0.03,,,1.57,0.01,,0.0,,0.25,,0.372,0.372
2018-01-14,,,,0.0,0.01,,0.0,,,,0.0033333333333333,-0.0723809523809524
2018-01-15,,,,,0.01,,,0.0,,0.0,0.005,-0.0233333333333333
2018-01-16,,,,0.06,0.0,,,0.0,,0.0,0.02,-0.05499999999999999
2018-01-17,,0.04,0.51,0.89,,,0.56,,0.31,1.22,0.462,0.452
2018-01-18,,,,0.0,,,0.01,,,0.07,0.005,0.005
2018-01-19,,,,,,,0.0,,,0.0,0.0,-0.02
2018-01-20,,,,,,,,,,,0.0,-0.1614285714285714
2018-01-21,,,,,,,,,,,0.0,-0.5185714285714286
2018-01-22,,,0.01,,,,,,0.08,,0.045,-0.042499999999999996
2018-01-23,,,0.0,,0.13,,0.03,0.16,0.04,0.01,0.072,-0.258
2018-01-24,,,,0.03,0.0,0.2,0.0,0.0,0.28,0.0,0.085,-0.0049999999999999906
2018-01-25,,,,0.02,,,,,0.35,,0.185,0.185
2018-01-26,,,,0.04,,,,,0.43,,0.235,0.235
2018-01-27,,,,0.0,,,,,0.04,,0.02,-0.08833333333333329
2018-01-28,,,,,,,,,0.0,,0.0,0.0
2018-01-29,,,,0.05,,,,,0.12,,0.0849999999999999,-0.5010000000000002
2018-01-30,,,,0.04,,,,,0.02,,0.03,-0.26111111111111107
2018-01-31,,,,0.0,0.11,,,0.04,0.08,,0.0574999999999999,-0.0205000000000001
2018-02-01,,,,,0.0,,,0.0,,,0.0,-0.0033333333333333
2018-02-02,,,,,,,,,0.01,,0.01,0.01
2018-02-03,,,,0.13,0.02,0.04,,,0.2,,0.0975,0.0975
2018-02-04,,,,0.06,0.0,0.2,,,1.06,,0.33,0.30000000000000004
2018-02-05,,,,0.25,,0.2,,,0.16,,0.2033333333333333,0.02833333333333332
2018-02-06,,,,0.18,,0.22,,,1.02,,0.4733333333333333,0.15999999999999998
2018-02-07,,,,0.07,,0.06,0.01,,1.42,,0.39,0.39
2018-02-08,,,,0.79,,0.13,0.0,,,,0.3066666666666667,0.1466666666666667
2018-02-09,,,,0.0,,,,,,0.01,0.0,-0.09
2018-02-10,,,,,,,,,,0.0,0.0,-0.7075
2018-02-11,,,,0.79,,,0.39,,0.0,,0.3933333333333333,0.03833333333333333
2018-02-12,,,,0.09,,,0.06,,0.0,,0.0499999999999999,-0.0433333333333334
2018-02-13,,,0.0,0.01,,,0.07,,0.02,,0.025,-0.025
2018-02-14,,,,0.0,,,0.0,,0.0,,0.0,-0.09
2018-02-15,,,,,,,,,0.0,,0.0,0.0
2018-02-16,,,,,,,,,,,0.0,0.0
2018-02-17,,,,,,,,,0.0,,0.0,-0.1149999999999999
2018-02-18,,,,,,,,,,,0.0,-0.1633333333333333
2018-02-19,,,,,,,,,,,0.0,0.0
2018-02-20,,,,,,,,,,,0.0,-0.18
2018-02-21,,,,,,,,,0.12,,0.12,0.12
2018-02-22,,,,,,,,,0.0,,0.0,-0.35
2018-02-23,,,,,0.16,,0.08,0.2,,,0.1466666666666667,-0.30499999999999994
2018-02-24,,,,,0.0,,0.0,0.0,0.02,,0.005,0.0033333333333334
2018-02-25,,,0.0,,,,,0.0,0.03,,0.01,0.01
2018-02-26,,,,,,,,,0.01,,0.01,-0.07
2018-02-27,,,,,,,,,,,0.0,-0.04
2018-02-28,,1.66,,,,2.36,,,,,2.01,2.01
