DATE,0,1,2,3,4,5,6,7,8,9,Average,Yearly_Deviation
2016-03-05,1.73,0.26,0.09,0.79,1.57,0.35,1.3,1.85,0.11,,0.8944444444444445,0.8594444444444446
2016-03-06,0.0,,1.61,0.0,0.01,1.26,0.02,,0.36,1.36,0.4657142857142857,0.4657142857142857
2016-03-07,,,,,0.0,,,,,,0.0,0.0
2016-03-08,,,,0.24,,0.08,,,,0.08,0.16,-0.044999999999999984
2016-03-09,,,0.0,0.28,,1.57,,,0.04,0.75,0.4725,0.4391666666666667
2016-03-10,,0.03,0.0,,,,,,0.02,,0.0166666666666666,0.0166666666666666
2016-03-11,,,,0.0,,,0.0,,0.0,,0.0,0.0
2016-03-12,,,,,,,,,0.0,,0.0,-0.0085714285714285
2016-03-13,0.0,,,,0.0,0.35,,0.0,,,0.0875,0.0875
2016-03-14,,,,,,,,0.0,0.0,,0.0,0.0
2016-03-15,,,,,,,,,,,0.0,0.0
2016-03-16,,,,,,,,,,,0.0,0.0
2016-03-17,,,,,,,,,,,0.0,-1.153333333333333
2016-03-18,,,0.59,0.47,,0.16,0.24,,0.04,1.5,0.3,0.19
2016-03-19,,,,,,,,,,,0.0,-0.01
2016-03-20,,,,,,,,,,,0.0,0.0
2016-03-21,,,,,,,,,,,0.0,0.0
2016-03-22,,,,,,,,,,,0.0,0.0
2016-03-23,,,,,,,,,,,0.0,0.0
2016-03-24,,0.04,0.12,,,,,,,0.0,0.08,0.08
2016-03-25,,0.02,0.01,,,,,,,0.0,0.015,0.015
2016-03-26,,,0.0,,,,,,0.08,0.04,0.04,0.04
2016-03-27,,,,,,,,,,,0.0,0.0
2016-03-28,,,,,,,,,,,0.0,0.0
2016-03-29,,,,,,,,,,,0.0,0.0
2016-03-30,,,,,,,,,,,0.0,-0.0933333333333333
2016-03-31,,,,,,0.0,,,,,0.0,-0.1877777777777778
2016-04-01,,,,,,,,,,,0.0,-0.1128571428571428
2016-04-02,,,,,,,,,,,0.0,-0.4955555555555555
2016-04-03,,,,,0.08,,,,,0.03,0.08,-0.21249999999999997
2016-04-04,,,0.32,0.02,,0.24,,,0.2,0.16,0.195,0.03
2016-04-05,,,,,,,,,,,0.0,-0.434
2016-04-06,,,,,,,,,,,0.0,-0.0779999999999999
2016-04-07,0.43,0.85,2.01,0.83,0.43,0.59,0.96,0.47,0.87,2.48,0.8266666666666667,0.7941666666666667
2016-04-08,,,,,,,,,,,0.0,0.0
2016-04-09,,,,,,,,,,,0.0,0.0
2016-04-10,0.01,,,,,,,,,,0.01,0.01
2016-04-11,,0.16,0.03,,,,,,0.16,0.0,0.1166666666666666,0.1166666666666666
2016-04-12,,,,,,,,,,,0.0,-0.39
2016-04-13,0.03,,0.19,0.28,0.04,0.96,1.1,0.02,1.22,0.59,0.48,-0.1100000000000001
2016-04-14,,,,,,,,,,,0.0,-0.065
2016-04-15,,,,,,,,,,,0.0,-0.144
2016-04-16,,,,,,,,,,,0.0,0.0
2016-04-17,1.1,0.55,0.24,0.2,1.18,0.08,1.34,1.85,0.67,1.14,0.8011111111111112,0.8011111111111112
2016-04-18,0.01,0.04,,,0.08,0.0,0.08,0.12,,,0.055,-0.38375
2016-04-19,,,,,,,,,,,0.0,-0.3722222222222222
2016-04-20,,,,,,,,,,,0.0,0.0
2016-04-21,0.85,0.98,1.69,0.98,0.67,0.16,1.5,0.75,0.71,1.26,0.921111111111111,0.921111111111111
2016-04-22,,,,,0.0,,,,,,0.0,0.0
2016-04-23,,,,,,0.11,,,,,0.11,0.11
2016-04-24,,,,,,,,,,,0.0,0.0
2016-04-25,,,,,,,,,,,0.0,0.0
2016-04-26,,,,,,,,,,,0.0,0.0
2016-04-27,,,1.22,2.72,,0.55,0.56,,,1.3,1.2625000000000002,0.9575000000000002
2016-04-28,,,0.2,0.41,,0.35,0.08,,0.2,0.16,0.248,-0.29200000000000004
2016-04-29,,,,,0.01,,,0.0,,0.0,0.005,-0.2249999999999999
2016-04-30,,,,,,,,0.0,0.04,,0.02,0.02
2016-05-01,,,,,,,,,,,0.0,0.0
2016-05-02,,,,,,,,,,,0.0,-0.3677777777777778
2016-05-03,1.69,0.03,0.13,1.31,1.61,0.3,0.94,1.42,0.8,1.61,0.9144444444444444,0.5794444444444444
2016-05-04,,0.01,,,,,,0.2,,,0.105,0.105
2016-05-05,,,,,,,,,,,0.0,0.0
2016-05-06,0.35,0.0,,0.0,0.67,0.12,,0.15,0.0,0.2,0.1842857142857143,0.1842857142857143
2016-05-07,,,,,,,,,,,0.0,0.0
2016-05-08,,,,,,,,,,,0.0,-0.02
2016-05-09,,,,0.04,,0.04,,,,0.0,0.04,0.04
2016-05-10,0.43,1.06,0.79,0.98,0.55,1.26,1.02,0.51,,0.91,0.825,0.825
2016-05-11,,0.16,0.12,,,,0.16,,0.16,,0.15,-0.38111111111111107
2016-05-12,,,,,,,,,,,0.0,0.0
2016-05-13,,,,,0.02,,,0.01,,,0.015,0.015
2016-05-14,,,,,,,,,,,0.0,-0.08
2016-05-15,,,,,,,,,,,0.0,-0.01
2016-05-16,0.24,0.12,0.22,0.39,0.39,0.67,0.43,0.31,0.28,0.56,0.3388888888888888,0.3388888888888888
2016-05-17,,,,,,,,,,,0.0,-0.62
2016-05-18,,,,,,,,,,,0.0,-0.07
2016-05-19,,,,,,,,,,,0.0,0.0
2016-05-20,,,,,,,,,,,0.0,0.0
2016-05-21,,,,,,,,,,,0.0,0.0
2016-05-22,,,,,,,,,,,0.0,0.0
2016-05-23,,,,,,,,,,,0.0,0.0
2016-05-24,1.61,0.0,,0.98,1.54,0.83,0.67,1.22,0.71,0.98,0.945,0.945
2016-05-25,,,,,,,,,,,0.0,0.0
2016-05-26,,,,,,,,,,,0.0,0.0
2016-05-27,,,,0.0,,0.05,,,,,0.025,-0.015
2016-05-28,,,,0.04,,0.71,,,,,0.375,0.375
2016-05-29,,,0.0,0.02,,0.47,0.0,,,0.08,0.1225,0.008750000000000091
2016-05-30,,,,,,,,,,,0.0,0.0
2016-05-31,,,,,,,,,,,0.0,0.0
2016-06-01,,,,,,0.0,,,,,0.0,0.0
2016-06-02,,,,,,,,,,,0.0,-0.35
2016-06-03,,,,,,,,,,,0.0,0.0
2016-06-04,,,,0.36,,0.12,0.02,,,,0.1666666666666666,-0.0019047619047619924
2016-06-05,,,,,,0.0,,,,,0.0,0.0
2016-06-06,,,,,,0.35,0.02,,,0.11,0.185,0.185
2016-06-07,,0.01,,0.08,0.0,,0.04,0.0,,,0.026,-0.134
2016-06-08,,,,,,0.02,,0.0,,,0.01,0.01
2016-06-09,,,,,,0.0,,,,,0.0,0.0
2016-06-10,,,,,,,,,,,0.0,-0.0366666666666666
2016-06-11,,,,,,,,0.47,,,0.47,0.40499999999999997
2016-06-12,,,,,0.12,0.2,,0.16,,,0.16,0.05500000000000001
2016-06-13,,0.04,0.03,,,,,,,,0.035,-0.2649999999999999
2016-06-14,,0.04,0.04,,,,,,,,0.04,0.04
2016-06-15,0.33,0.51,,0.01,0.63,,0.32,0.55,,,0.3916666666666666,0.375
2016-06-16,,,0.79,0.02,0.0,0.0,0.0,,0.28,0.08,0.1816666666666666,0.004166666666666596
2016-06-17,,,,,,,,,,,0.0,-0.16
2016-06-18,,,,,,,,,,,0.0,-0.0466666666666666
2016-06-19,,,0.24,0.0,0.0,,,,,0.47,0.08,-0.46249999999999997
2016-06-20,,,0.02,1.26,,1.14,,,,0.39,0.8066666666666666,0.7266666666666667
2016-06-21,,,0.0,,,,,,,0.16,0.0,-0.01
2016-06-22,,,0.08,0.79,1.22,1.93,,,,0.53,1.005,0.9649999999999999
2016-06-23,,,,,,0.04,,0.0,,,0.02,-1.24
2016-06-24,0.09,0.43,0.71,2.6,0.14,0.01,1.69,0.35,1.46,2.09,0.831111111111111,0.16111111111111098
2016-06-25,,,,,,,,,,,0.0,-1.91
2016-06-26,,,,,,,,,,,0.0,-0.3766666666666666
2016-06-27,,,,,,0.28,,,,,0.28,0.28
2016-06-28,,,,,,0.26,,,,0.0,0.26,0.26
2016-06-29,,,0.01,0.08,,1.97,,,,0.12,0.6866666666666666,0.18380952380952387
2016-06-30,0.08,,,0.01,0.01,,0.04,0.03,,,0.0339999999999999,-0.0547500000000001
2016-07-01,3.07,1.57,,0.87,3.52,0.75,1.5,2.24,,1.26,1.9314285714285715,1.9314285714285715
2016-07-02,1.18,1.06,0.31,1.93,0.94,0.24,1.5,2.13,0.83,1.73,1.1244444444444444,1.1244444444444444
2016-07-03,,0.0,0.75,2.68,,0.33,0.16,,0.02,0.48,0.6566666666666666,0.6466666666666666
2016-07-04,,2.87,0.55,0.11,,,7.4,,1.65,2.6,2.516,2.516
2016-07-05,3.86,3.46,0.01,0.12,4.69,,0.56,10.31,0.6,0.05,2.9512500000000004,2.9312500000000004
2016-07-06,0.0,0.98,1.81,0.04,0.02,,1.22,0.12,0.24,,0.55375,-0.38375000000000004
2016-07-07,0.0,,0.24,,0.0,,0.43,,0.08,0.0,0.1499999999999999,-0.9055555555555557
2016-07-08,,,,,,0.01,0.04,,,0.0,0.025,-0.7869999999999999
2016-07-09,,,,,,,,,,,0.0,0.0
2016-07-10,,,,,,,,,,,0.0,-2.7
2016-07-11,,,,,,0.16,,,,0.59,0.16,-1.2675000000000003
2016-07-12,0.08,,0.0,1.57,0.12,2.24,0.12,0.24,0.01,0.12,0.5475,0.24178571428571438
2016-07-13,0.0,,,,0.0,0.04,,,,0.2,0.0133333333333333,0.0033333333333332993
2016-07-14,,2.05,,,0.0,,,0.04,0.0,0.0,0.5225,0.5225
2016-07-15,,,,,0.0,,,0.0,,,0.0,-0.025
2016-07-16,1.77,3.78,0.18,0.79,1.73,,1.57,2.13,1.48,0.39,1.67875,1.5920833333333333
2016-07-17,0.16,0.12,,,0.24,,0.02,0.17,,,0.142,0.12199999999999998
2016-07-18,,,,,0.01,,,0.0,0.03,,0.0133333333333333,-0.1366666666666667
2016-07-19,,,,,,,,,,,0.0,-0.1028571428571428
2016-07-20,,0.04,,,,,0.0,,,,0.02,-0.10999999999999989
2016-07-21,,,,,,,,,,,0.0,0.0
2016-07-22,,,,,,,,,,,0.0,-0.3071428571428572
2016-07-23,,,,,0.02,,,,,,0.02,-0.7842857142857143
2016-07-24,0.0,0.02,,,0.02,,,2.62,0.0,,0.532,-0.808
2016-07-25,,,,,,,,2.48,0.0,,1.24,-0.31000000000000005
2016-07-26,,,,,,,,,,,0.0,-0.06
2016-07-27,,,,,,,0.0,,,,0.0,0.0
2016-07-28,0.04,,,0.03,0.01,,0.0,0.16,0.04,,0.0466666666666666,-0.6408333333333334
2016-07-29,1.14,,,,2.34,,0.0,0.39,,,0.9675,0.9675
2016-07-30,0.16,0.0,0.0,,0.04,,,,,,0.05,0.05
2016-07-31,,0.79,,,0.01,,,0.04,,,0.28,0.28
2016-08-01,,0.08,0.16,,,,,0.39,,,0.21,-0.19600000000000004
2016-08-02,,0.08,0.08,,,,0.0,,,0.02,0.0533333333333333,0.0383333333333333
2016-08-03,,,,0.01,,0.16,0.0,,,0.02,0.0566666666666666,0.0566666666666666
2016-08-04,,,,,,0.12,,,,,0.12,0.12
2016-08-05,,,,,,0.0,,,,,0.0,0.0
2016-08-06,,,,,,,,,,,0.0,0.0
2016-08-07,,,,,,0.06,0.28,,,,0.17,-0.13999999999999999
2016-08-08,,0.94,,,,,,,,,0.94,0.94
2016-08-09,,0.0,,,,,,,,,0.0,0.0
2016-08-10,,,,,,,,,,,0.0,-0.49
2016-08-11,,,,,,,,,,,0.0,-1.5333333333333332
2016-08-12,,,,,,,,,,,0.0,0.0
2016-08-13,,,,,,,,,,,0.0,-0.125
2016-08-14,,,,,,,,,,,0.0,0.0
2016-08-15,,0.02,,,0.0,,,,0.0,,0.0066666666666666,-0.3666666666666667
2016-08-16,,0.02,3.31,,0.02,,0.0,0.0,0.04,0.83,0.5650000000000001,-0.2849999999999999
2016-08-17,,,,,,,,,,,0.0,-0.02
2016-08-18,,,,,,,,,,,0.0,-0.08
2016-08-19,,,,,,0.2,,,,,0.2,0.14600000000000002
2016-08-20,,,,,,,,,,,0.0,-0.4655555555555556
2016-08-21,0.0,0.04,,,0.0,,,0.03,,0.0,0.0175,0.0175
2016-08-22,,,,,0.02,,,,,,0.02,0.015
2016-08-23,,,0.04,,0.31,,,,,0.04,0.175,-0.02833333333333332
2016-08-24,,,,,0.0,,0.28,0.0,,,0.0933333333333333,-1.39
2016-08-25,,,,,0.2,,0.0,0.16,,,0.12,-0.4866666666666667
2016-08-26,0.31,3.17,0.08,,0.79,,0.7,0.51,1.57,,1.018571428571429,0.9885714285714289
2016-08-27,,,,0.08,,0.16,,,,0.08,0.12,0.105
2016-08-28,0.0,3.72,2.83,0.63,0.08,2.28,0.12,,1.02,2.13,1.335,1.335
2016-08-29,,1.89,0.63,,,,0.12,0.03,8.11,0.12,2.156,2.156
2016-08-30,,0.28,0.0,,,0.0,0.02,0.03,6.38,,1.1183333333333334,1.0583333333333333
2016-08-31,0.59,0.08,,,0.71,,0.13,0.06,0.24,,0.3016666666666666,0.041666666666666574
2016-09-01,,,,,,,0.03,0.0,,,0.015,-0.1249999999999999
2016-09-02,0.59,0.05,2.28,0.0,0.2,0.79,0.04,0.13,0.12,2.95,0.4666666666666667,0.2500000000000001
2016-09-03,,0.28,5.39,,0.02,,0.0,0.12,6.3,3.23,2.018333333333333,2.018333333333333
2016-09-04,,0.04,0.08,,,,,,0.39,0.0,0.17,-0.009999999999999981
2016-09-05,,1.77,0.13,,,0.0,0.0,,0.16,0.0,0.412,-0.14514285714285718
2016-09-06,,,,,,0.0,,,0.02,,0.01,-0.03
2016-09-07,,,,0.0,,0.04,,,,0.0,0.02,0.02
2016-09-08,,0.08,0.28,,,,0.91,1.81,0.39,0.04,0.6940000000000001,0.6940000000000001
2016-09-09,,0.1,0.04,,,,0.03,0.04,0.16,,0.074,-0.246
2016-09-10,,,3.12,,,,0.0,,0.01,0.0,1.0433333333333332,1.0433333333333332
2016-09-11,0.01,0.02,,,,,,0.01,0.12,,0.04,-0.38
2016-09-12,0.0,0.16,0.98,0.24,,0.47,0.39,0.16,0.55,0.98,0.36875,0.36875
2016-09-13,,,,,,,,,0.02,,0.02,0.02
2016-09-14,,,,,,0.03,,,0.0,,0.015,0.015
2016-09-15,,,,,,0.0,,,,,0.0,-0.435
2016-09-16,,,,0.31,,,0.12,,,0.0,0.215,-0.05500000000000002
2016-09-17,0.32,0.47,5.91,4.96,0.28,0.15,4.02,0.08,0.83,4.61,1.8911111111111107,1.8611111111111107
2016-09-18,,0.08,1.02,0.08,,0.0,0.5,,0.35,0.39,0.3383333333333334,0.3383333333333334
2016-09-19,,0.02,0.01,,,0.74,,,0.0,0.0,0.1925,0.1925
2016-09-20,,,,,,,,,,,0.0,0.0
2016-09-21,,,,,,0.0,,,,,0.0,0.0
2016-09-22,,,,,,0.04,,,0.04,0.01,0.04,-1.16
2016-09-23,,,,,,,,,,,0.0,-0.2075
2016-09-24,,,,,,,,,,,0.0,-0.04
2016-09-25,,,,,,,,,,,0.0,0.0
2016-09-26,,,,,,,,,,,0.0,0.0
2016-09-27,0.39,0.2,0.24,0.0,,,1.54,0.59,0.03,0.04,0.4271428571428571,0.4271428571428571
2016-09-28,0.04,0.79,0.38,0.47,,2.32,0.0,0.04,0.08,2.36,0.515,0.495
2016-09-29,,0.12,0.12,0.02,,0.91,0.0,,0.0,0.24,0.1949999999999999,-0.9400000000000002
2016-09-30,,,0.2,1.69,,0.98,0.13,,,1.18,0.75,-0.568888888888889
2016-10-01,,,0.05,0.54,,0.24,0.0,,,0.06,0.2075,0.2075
2016-10-02,0.83,,0.0,0.79,0.71,,0.04,0.83,0.0,0.0,0.4571428571428572,0.4571428571428572
2016-10-03,0.43,0.24,0.59,0.0,,,0.24,1.81,0.0,,0.4728571428571428,0.4728571428571428
2016-10-04,,0.0,,,,,,,,,0.0,0.0
2016-10-05,0.0,0.87,6.1,2.11,,6.85,0.87,0.0,3.98,3.74,2.5975,2.5975
2016-10-06,,0.01,0.0,,,,,,0.04,,0.0166666666666666,0.0166666666666666
2016-10-07,,0.08,0.03,,,0.08,,,0.03,,0.055,0.055
2016-10-08,0.28,0.08,2.01,1.61,0.28,0.91,1.89,0.2,1.48,1.54,0.9711111111111111,0.9244444444444445
2016-10-09,,,,,,,,,0.0,,0.0,-0.252
2016-10-10,,,,,,,,,,,0.0,-0.1157142857142857
2016-10-11,,,,,,0.0,,,,,0.0,-0.03
2016-10-12,,0.01,,,,,,,,,0.01,0.01
2016-10-13,,,,,,,,,0.0,,0.0,0.0
2016-10-14,,,,,,,,,0.0,,0.0,0.0
2016-10-15,,,,,,,,,,,0.0,0.0
2016-10-16,,,0.91,1.77,,,,,,1.38,1.34,1.34
2016-10-17,,,,0.0,,,0.08,,,0.2,0.04,0.04
2016-10-18,,,,,,,,,0.0,,0.0,-0.08
2016-10-19,,,,,,,,,,,0.0,0.0
2016-10-20,,,,,,,,,,,0.0,0.0
2016-10-21,,0.04,0.0,0.03,,0.59,0.0,,,0.0,0.1319999999999999,-0.0880000000000001
2016-10-22,,0.0,,0.0,,0.98,,,,0.0,0.3266666666666666,0.3266666666666666
2016-10-23,,0.83,0.2,0.04,0.12,0.12,,0.02,0.04,0.0,0.1957142857142857,-0.08095238095238091
2016-10-24,,,0.0,,,,,,,,0.0,0.0
2016-10-25,1.27,0.24,0.04,0.27,1.46,,0.87,1.3,0.63,0.08,0.76,0.76
2016-10-26,,,,0.0,0.0,0.31,,,,0.0,0.1033333333333333,-0.5633333333333334
2016-10-27,,,,,,,,,,,0.0,0.0
2016-10-28,0.02,0.04,0.1,0.51,0.01,0.91,0.35,0.02,0.24,0.24,0.2444444444444444,0.2444444444444444
2016-10-29,,0.63,0.08,,,,,,0.02,,0.2433333333333333,0.23333333333333328
2016-10-30,,,,,,,,,0.31,,0.31,0.31
2016-10-31,0.04,,,0.03,0.02,0.02,,,0.59,,0.1399999999999999,0.1399999999999999
2016-11-01,,,,,,,,,0.23,,0.23,0.22
2016-11-02,,,,,,,,,0.16,,0.16,0.16
2016-11-03,0.0,,,0.0,0.01,,0.0,0.0,0.0,,0.0016666666666666,0.0016666666666666
2016-11-04,,,,,0.0,,,0.0,,,0.0,0.0
2016-11-05,,,,,0.0,,,0.0,,,0.0,-0.24
2016-11-06,0.0,1.1,0.04,,,,,,0.0,0.0,0.285,-0.8972222222222221
2016-11-07,0.08,,0.02,,,,,0.01,,0.02,0.0366666666666666,-1.328888888888889
2016-11-08,0.03,0.0,0.0,0.16,0.12,0.24,0.31,,1.14,0.03,0.2499999999999999,-0.08666666666666673
2016-11-09,,,,,,,,,0.47,,0.47,0.4125
2016-11-10,,,,,,0.28,,,,0.28,0.28,-0.10999999999999988
2016-11-11,0.28,,,0.02,0.16,,0.04,0.08,0.31,,0.1483333333333333,0.028333333333333294
2016-11-12,,,,,,,,,,,0.0,-1.0942857142857143
2016-11-13,0.04,,,,0.02,,,0.13,,,0.0633333333333333,-0.3988888888888889
2016-11-14,0.12,,0.0,0.35,0.08,0.56,,,,0.3,0.2219999999999999,0.2219999999999999
2016-11-15,,,,,,,,,,,0.0,-0.08
2016-11-16,,,,,,,,,,,0.0,-0.1366666666666666
2016-11-17,,,,,,,,,0.0,,0.0,-0.515
2016-11-18,,,,,,,,,,,0.0,-0.0966666666666666
2016-11-19,0.0,,0.39,0.24,0.0,0.16,0.21,,0.28,0.75,0.1828571428571428,0.0748571428571428
2016-11-20,,,,,,,,,,,0.0,-0.035
2016-11-21,,,,,,0.35,,,,,0.35,-0.22333333333333338
2016-11-22,0.0,0.16,,,0.01,,0.0,0.02,1.46,,0.2749999999999999,-0.36277777777777787
2016-11-23,,,,,,,,,,,0.0,-0.345
2016-11-24,,,,,,0.0,,,1.26,,0.63,0.12777777777777788
2016-11-25,,,,,,,,,,,0.0,-0.1271428571428571
2016-11-26,,,,,,0.47,,,,,0.47,0.33499999999999996
2016-11-27,0.11,,,0.31,0.11,0.35,0.12,0.04,,0.07,0.1733333333333333,0.17
2016-11-28,0.01,,,0.0,0.0,,0.02,0.02,0.43,0.0,0.08,0.0
2016-11-29,0.0,,,,,,0.0,0.0,0.08,,0.02,-0.009999999999999998
2016-11-30,,,0.16,,,,,,0.16,0.3,0.16,0.16
2016-12-01,0.03,,,0.09,0.04,,0.08,0.02,,0.07,0.052,-0.4205
2016-12-02,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,-0.1125
2016-12-03,,,,,,,,,,,0.0,0.0
2016-12-04,,,,,,0.0,,,,,0.0,0.0
2016-12-05,0.05,,,,0.06,,0.0,0.04,,,0.0375,0.0375
2016-12-06,0.0,,,,0.0,,0.0,0.0,0.47,,0.094,0.094
2016-12-07,0.02,,,,,,0.0,0.0,,,0.0066666666666666,-0.2483333333333334
2016-12-08,0.0,,,,,,0.01,0.0,0.02,,0.0075,0.0075
2016-12-09,0.41,0.02,,,0.24,,0.09,0.24,0.39,,0.2316666666666667,-0.4600000000000001
2016-12-10,0.0,,,,0.0,,0.0,0.0,0.39,,0.078,-0.4153333333333333
2016-12-11,,,,,,,,,0.11,,0.11,0.09
2016-12-12,,,,,,,,,,,0.0,0.0
2016-12-13,,,,0.08,,0.0,,,,,0.04,-0.10249999999999998
2016-12-14,,1.1,0.15,0.0,,,,0.01,0.05,,0.262,0.19771428571428573
2016-12-15,,,,,0.0,0.02,,0.05,0.91,,0.245,0.2183333333333334
2016-12-16,,,,0.01,0.0,0.08,,0.0,0.53,,0.124,-0.16349999999999998
2016-12-17,,,,0.0,,,,,,,0.0,0.0
2016-12-18,,,,,,,,,,,0.0,0.0
2016-12-19,0.03,,0.02,0.54,0.0,0.2,0.07,0.01,,0.07,0.1242857142857143,0.1242857142857143
2016-12-20,0.0,,,0.01,0.0,0.08,0.0,0.0,0.01,0.64,0.0142857142857142,-0.0832142857142858
2016-12-21,,,,0.0,,0.47,,,0.03,0.0,0.1666666666666666,0.1566666666666666
2016-12-22,1.86,1.3,0.51,0.58,1.83,0.32,1.35,2.18,1.81,2.36,1.3044444444444443,1.1919444444444443
2016-12-23,0.22,,0.0,0.04,0.24,0.01,0.16,0.5,2.32,0.04,0.4362499999999999,0.4362499999999999
2016-12-24,0.0,,,0.01,0.0,,0.04,0.0,0.08,0.0,0.0216666666666666,-0.0983333333333334
2016-12-25,0.0,,,0.0,,,0.0,,,,0.0,-0.0166666666666666
2016-12-26,,,,0.16,,0.94,,,0.35,,0.4833333333333332,0.17333333333333323
2016-12-27,,0.91,0.31,0.36,0.02,0.04,0.43,0.08,0.79,0.98,0.3675,0.3475
2016-12-28,,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.002,0.002
2016-12-29,0.05,,,0.0,0.01,0.0,0.01,0.0,0.16,,0.0328571428571428,0.0328571428571428
2016-12-30,0.0,,,0.02,0.0,,0.0,,0.0,,0.004,-0.1693333333333333
2016-12-31,,,,0.0,,,,,,,0.0,
2017-01-01,,,,,,,,,,,0.0,0.0
2017-01-02,0.01,,,0.0,0.01,0.04,,0.01,,,0.014,0.014
2017-01-03,0.0,,,0.0,0.0,,,0.0,0.02,,0.004,0.004
2017-01-04,,,,,,,,,0.02,,0.02,0.02
2017-01-05,,0.24,0.13,,,,,,0.0,,0.1233333333333333,-0.0016666666666667052
2017-01-06,,0.0,0.0,0.03,,0.16,,,,0.03,0.0475,0.0475
2017-01-07,,,,0.0,,0.31,,,,0.0,0.155,0.155
2017-01-08,,0.08,0.09,0.09,,0.87,,,0.09,0.18,0.244,0.244
2017-01-09,0.0,0.02,,0.0,,0.0,,,0.43,0.0,0.09,0.09
2017-01-10,0.0,,,,,,,,0.0,,0.0,0.0
2017-01-11,,,,,,,,,0.0,,0.0,-0.17
2017-01-12,0.01,,,,,0.0,,,0.0,,0.0033333333333333,-0.2466666666666667
2017-01-13,0.0,,,,,0.0,,,0.0,,0.0,-0.005
2017-01-14,0.02,,,0.03,0.02,0.0,0.02,0.01,0.43,,0.0757142857142857,0.027714285714285705
2017-01-15,0.0,,,0.01,0.0,,0.0,0.0,0.16,,0.0283333333333333,-0.0916666666666667
2017-01-16,,,,0.0,,,,,0.15,,0.075,0.015
2017-01-17,,,,,,,,,0.01,,0.01,-0.6166666666666667
2017-01-18,,,,,,,,,,,0.0,-0.0666666666666666
2017-01-19,,,,,,,,,0.02,,0.02,-0.15000000000000002
2017-01-20,0.17,,,0.1,0.16,0.01,0.13,0.01,0.55,,0.1614285714285714,0.1014285714285714
2017-01-21,1.57,,,0.06,1.97,0.0,0.0,0.01,0.02,,0.5185714285714286,0.26357142857142857
2017-01-22,0.17,,0.02,0.02,0.08,0.03,0.07,0.03,0.28,,0.0875,-0.4225
2017-01-23,0.0,,,0.02,0.79,0.0,0.0,0.0,1.5,,0.33,-0.49666666666666665
2017-01-24,,,,0.05,0.0,0.0,,,0.31,,0.09,-0.2449999999999999
2017-01-25,,,,0.0,,,,,,,0.0,-0.1699999999999999
2017-01-26,,,,,,,,,,,0.0,-0.012
2017-01-27,0.16,0.0,,0.04,0.13,,0.09,0.23,,,0.1083333333333333,0.1083333333333333
2017-01-28,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,-0.69
2017-01-29,1.97,,0.03,,0.79,0.12,0.02,,,0.02,0.5860000000000001,-0.26149999999999995
2017-01-30,0.28,0.55,0.01,0.1,0.18,0.12,0.25,0.3,0.83,0.25,0.2911111111111111,0.06511111111111109
2017-01-31,0.0,,,0.0,0.39,,0.0,0.0,,0.0,0.078,-0.902
2017-02-01,,,,,0.0,0.0,,,0.01,,0.0033333333333333,-1.4566666666666666
2017-02-02,,,,,,,,,0.0,,0.0,-0.1433333333333333
2017-02-03,,,,,,,,,,,0.0,-0.14
2017-02-04,,,,,,0.03,,,,,0.03,0.03
2017-02-05,,,0.04,0.07,,0.16,,,0.43,0.19,0.175,0.175
2017-02-06,0.07,,,0.0,0.02,,0.02,0.0,1.77,0.01,0.3133333333333333,0.2608333333333333
2017-02-07,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.0066666666666666
2017-02-08,,,,,,,,,0.16,,0.16,0.16
2017-02-09,,,,0.01,,0.02,,,0.24,,0.09,0.09
2017-02-10,,,,0.11,,0.16,0.0,,2.56,,0.7075,0.7075
2017-02-11,,,,0.29,,0.12,0.03,,0.98,,0.355,0.355
2017-02-12,,,,0.0,,,0.0,,0.28,,0.0933333333333333,-0.5311111111111112
2017-02-13,,,,,,,,,0.05,,0.05,-0.38777777777777783
2017-02-14,,,,,,,0.02,,0.16,,0.09,-0.07250000000000001
2017-02-15,,,,,,,0.0,,,,0.0,-0.1624999999999999
2017-02-16,,,,,,,,,,,0.0,-0.0357142857142857
2017-02-17,0.16,,0.03,0.17,0.16,0.0,0.15,0.17,0.08,0.15,0.1149999999999999,0.054999999999999896
2017-02-18,0.0,,,0.0,0.0,,0.0,0.0,0.98,0.0,0.1633333333333333,0.1633333333333333
2017-02-19,,,,,,,,,,,0.0,0.0
2017-02-20,0.2,,0.08,0.07,0.06,0.02,0.74,0.2,0.07,,0.18,0.18
2017-02-21,0.0,,,0.0,0.0,,0.0,0.0,,0.06,0.0,0.0
2017-02-22,0.01,,,0.02,,1.02,,,,0.0,0.35,0.35
2017-02-23,0.2,,,0.53,0.2,,0.69,0.15,0.94,0.91,0.4516666666666666,0.4176666666666667
2017-02-24,0.0,,,0.0,0.0,,0.0,0.0,0.01,0.0,0.0016666666666666,-0.0708333333333334
2017-02-25,,,,,,,,,,,0.0,-0.28
2017-02-26,,,,,,,,,0.08,,0.08,0.030000000000000103
2017-02-27,,,0.08,,,,,,0.0,,0.04,0.004285714285714302
2017-02-28,,,,,,,,,0.0,0.01,0.0,-0.2425
