DATE,0,1,2,3,4,Average
2015-11-11,,0.0,0.0,,0.16,0.05333333333333334
2015-11-12,,,0.04,,0.54,0.29000000000000004
2015-11-13,,,1.59,,0.28,0.935
2015-11-14,,,1.56,,0.0,0.78
2015-11-15,,,0.02,,0.23,0.125
2015-11-16,,0.04,,,0.11,0.075
2015-11-17,,0.0,0.0,,0.75,0.25
2015-11-18,,,,,0.04,0.04
2015-11-19,,0.0,,,0.31,0.155
2015-11-20,,0.05,,,,0.05
2015-11-21,,0.07,0.0,,0.0,0.023333333333333334
2015-11-22,,0.31,0.0,,0.09,0.13333333333333333
2015-11-23,,0.26,0.0,,0.06,0.10666666666666667
2015-11-24,,0.0,,,0.76,0.38
2015-11-25,,0.0,,,0.74,0.37
2015-11-26,,,,,0.0,0.0
2015-11-27,,,,,,
2015-11-28,,,,,0.13,0.13
2015-11-29,,0.0,,,,0.0
2015-11-30,,,,,,
2015-12-01,,,,,0.02,0.02
2015-12-02,,,0.1,,0.0,0.05
2015-12-03,,,0.83,,0.0,0.415
2015-12-04,,,0.06,,,0.06
2015-12-05,,,0.66,,0.17,0.41500000000000004
2015-12-06,,,,,,
2015-12-07,,,,,,
2015-12-08,,,0.1,,,0.1
2015-12-09,,0.0,1.52,,,0.76
2015-12-10,,,1.19,,,1.19
2015-12-11,,,0.0,,,0.0
2015-12-12,,,0.0,,0.06,0.03
2015-12-13,,0.06,0.15,,0.11,0.10666666666666667
2015-12-14,,0.01,,,0.01,0.01
2015-12-15,,0.0,0.0,,0.0,0.0
2015-12-16,,,,,,
2015-12-17,,,,,,
2015-12-18,,,,,,
2015-12-19,,,,,0.01,0.01
2015-12-20,,,,,0.04,0.04
2015-12-21,,,0.06,,0.0,0.03
2015-12-22,,,0.02,,,0.02
2015-12-23,,,,,0.02,0.02
2015-12-24,,,0.16,,0.1,0.13
2015-12-25,,,,,0.09,0.09
2015-12-26,,0.0,0.3,,0.0,0.09999999999999999
2015-12-27,,0.0,0.08,,,0.04
2015-12-28,,0.0,0.0,,,0.0
2015-12-29,,,0.13,,,0.13
2015-12-30,,,0.01,,,0.01
2015-12-31,,,0.0,,,0.0
2016-01-01,,,,,,
2016-01-02,,,,,0.02,0.02
2016-01-03,,,0.0,,,0.0
2016-01-04,,,0.21,,0.4,0.305
2016-01-05,,,4.54,,0.01,2.275
2016-01-06,,,2.36,,,2.36
2016-01-07,,,0.0,,,0.0
2016-01-08,,,,,,
2016-01-09,,,,,0.21,0.21
2016-01-10,,,1.06,,0.09,0.5750000000000001
2016-01-11,,,0.13,,0.1,0.115
2016-01-12,,,0.03,,0.09,0.06
2016-01-13,,,0.0,,0.0,0.0
2016-01-14,,,0.34,,,0.34
2016-01-15,,,0.64,,,0.64
2016-01-16,,0.0,0.48,,0.13,0.20333333333333334
2016-01-17,,,0.09,,,0.09
2016-01-18,,,0.0,,,0.0
2016-01-19,,,0.0,,,0.0
2016-01-20,,,0.33,,0.02,0.17500000000000002
2016-01-21,,,0.03,,0.07,0.05
2016-01-22,,,0.06,,0.15,0.105
2016-01-23,,,0.43,,0.1,0.265
2016-01-24,,,,,0.0,0.0
2016-01-25,,,0.0,,,0.0
2016-01-26,,,1.1,,,1.1
2016-01-27,,,0.85,,0.06,0.45499999999999996
2016-01-28,,,5.39,,,5.39
2016-01-29,,,0.27,,0.02,0.14500000000000002
2016-01-30,,,0.02,,,0.02
2016-01-31,,,0.66,,0.28,0.47000000000000003
2016-02-01,,,0.38,,0.79,0.585
2016-02-02,,,0.02,,0.0,0.01
2016-02-03,,,0.0,,,0.0
2016-02-04,,,,,,
2016-02-05,,,,,,
2016-02-06,,,,,,
2016-02-07,,,,,,
2016-02-08,,,,,,
2016-02-09,,,,,,
2016-02-10,,,0.04,,0.04,0.04
2016-02-11,,,,,0.04,0.04
2016-02-12,,0.31,,,0.37,0.33999999999999997
2016-02-13,,,,,0.17,0.17
2016-02-14,,,,,,
2016-02-15,,,,,,
2016-02-16,,,,,,
2016-02-17,,,,,,
2016-02-18,,,0.06,,,0.06
2016-02-19,,,0.53,,,0.53
2016-02-20,,,0.47,,,0.47
2016-02-21,,,0.05,,0.31,0.18
2016-02-22,,,0.05,,,0.05
2016-02-23,,,0.04,,,0.04
2016-02-24,,,0.0,,,0.0
2016-02-25,,,0.04,,,0.04
2016-02-26,,,0.02,,,0.02
2016-02-27,,0.0,,,,0.0
2016-02-28,,,,,,
2016-02-29,,,,,,
2016-03-01,,,,,,
2016-03-02,,,,,0.01,0.01
2016-03-03,,,,,0.04,0.04
2016-03-04,,,,,0.02,0.02
2016-03-05,,,,,0.0,0.0
2016-03-06,,,,,,
2016-03-07,,,,,0.99,0.99
2016-03-08,,,0.0,,0.91,0.455
2016-03-09,,,1.69,,0.19,0.94
2016-03-10,,,0.85,,0.03,0.44
2016-03-11,,,0.62,,0.0,0.31
2016-03-12,,,0.08,,,0.08
2016-03-13,,,0.23,,,0.23
2016-03-14,,,0.22,,,0.22
2016-03-15,,,0.01,,,0.01
2016-03-16,,,0.09,,,0.09
2016-03-17,,,0.26,,0.0,0.13
2016-03-18,,,0.05,,,0.05
2016-03-19,,,0.11,,,0.11
2016-03-20,,,2.15,,0.16,1.155
2016-03-21,,,1.73,,,1.73
2016-03-22,,,1.18,,0.01,0.595
2016-03-23,,,1.3,,0.02,0.66
2016-03-24,,,0.27,,0.0,0.135
2016-03-25,,,0.15,,,0.15
2016-03-26,,,0.0,,0.03,0.015
2016-03-27,,,,,,
2016-03-28,,,,,,
2016-03-29,,,,,0.15,0.15
2016-03-30,,,0.0,,0.22,0.11
2016-03-31,,,,,0.18,0.18
2016-04-01,,0.02,,,0.0,0.01
2016-04-02,,,,,0.46,0.46
2016-04-03,,,0.01,,0.48,0.245
2016-04-04,,,0.67,,0.32,0.495
2016-04-05,,,0.66,,2.61,1.635
2016-04-06,,,0.0,,1.16,0.58
2016-04-07,,0.0,,,1.0,0.5
2016-04-08,,,,,0.0,0.0
2016-04-09,,,0.74,,0.0,0.37
2016-04-10,,,0.99,,,0.99
2016-04-11,,0.05,0.26,,,0.155
2016-04-12,,0.0,1.33,,,0.665
2016-04-13,,,0.35,,,0.35
2016-04-14,,,0.31,,0.03,0.16999999999999998
2016-04-15,,0.15,0.12,,0.11,0.12666666666666668
2016-04-16,,,,,0.25,0.25
2016-04-17,,,1.48,,0.08,0.78
2016-04-18,,,0.07,,,0.07
2016-04-19,,,0.06,,0.2,0.13
2016-04-20,,,0.42,,0.61,0.515
2016-04-21,,,0.36,,0.53,0.445
2016-04-22,,,0.59,,0.29,0.43999999999999995
2016-04-23,,,0.03,,0.16,0.095
2016-04-24,,,0.83,,0.0,0.415
2016-04-25,,,0.05,,0.0,0.025
2016-04-26,,,1.89,,0.11,1.0
2016-04-27,,,,,0.0,0.0
2016-04-28,,,,,0.0,0.0
2016-04-29,,0.0,,,,0.0
2016-04-30,,0.0,0.58,,,0.29
2016-05-01,,,,,0.14,0.14
2016-05-02,,0.32,0.01,,0.16,0.16333333333333333
2016-05-03,,0.31,0.46,,,0.385
2016-05-04,,0.0,,,0.05,0.025
2016-05-05,,,0.12,,,0.12
2016-05-06,,,0.88,,0.01,0.445
2016-05-07,,,0.07,,0.2,0.135
2016-05-08,,,,,0.07,0.07
2016-05-09,,,0.59,,0.11,0.35
2016-05-10,,0.0,3.56,,,1.78
2016-05-11,,0.2,1.71,,,0.955
2016-05-12,,0.1,0.0,,,0.05
2016-05-13,,0.07,,,,0.07
2016-05-14,,0.22,,,0.28,0.25
2016-05-15,,0.21,1.09,,0.05,0.45
2016-05-16,,0.0,,,0.02,0.01
2016-05-17,,,,,0.0,0.0
2016-05-18,,,0.0,,,0.0
2016-05-19,,,,,0.51,0.51
2016-05-20,,,1.48,,0.3,0.89
2016-05-21,,,0.1,,0.25,0.175
2016-05-22,,,0.09,,0.0,0.045
2016-05-23,,0.01,0.0,,0.03,0.013333333333333334
2016-05-24,,0.01,,,,0.01
2016-05-25,,,,,0.18,0.18
2016-05-26,,,0.28,,0.43,0.355
2016-05-27,,,0.76,,0.25,0.505
2016-05-28,,,0.59,,0.0,0.295
2016-05-29,,,1.4,,0.0,0.7
2016-05-30,,,0.19,,0.0,0.095
2016-05-31,,,,,0.01,0.01
2016-06-01,,0.0,,,1.09,0.545
2016-06-02,,,,,0.31,0.31
2016-06-03,,,1.42,,0.01,0.715
2016-06-04,,,0.44,,,0.44
2016-06-05,,,1.65,,,1.65
2016-06-06,,0.52,0.11,,0.04,0.22333333333333336
2016-06-07,,0.02,0.27,,0.0,0.09666666666666668
2016-06-08,,0.0,5.05,,,2.525
2016-06-09,,0.43,0.18,,,0.305
2016-06-10,,0.1,1.56,,0.01,0.5566666666666668
2016-06-11,,,0.15,,0.74,0.445
2016-06-12,,,2.11,,0.0,1.055
2016-06-13,,0.53,0.08,,,0.305
2016-06-14,,0.08,0.09,,,0.08499999999999999
2016-06-15,,,0.42,,0.12,0.27
2016-06-16,,0.0,0.52,,0.03,0.18333333333333335
2016-06-17,,,1.03,,0.0,0.515
2016-06-18,,0.0,0.81,,0.05,0.2866666666666667
2016-06-19,,0.05,,,7.44,3.745
2016-06-20,,0.02,,,0.58,0.3
2016-06-21,,,,,0.0,0.0
2016-06-22,,,0.54,,,0.54
2016-06-23,,,,,,
2016-06-24,,,,,0.55,0.55
2016-06-25,,0.0,,,0.86,0.43
2016-06-26,,,,,0.19,0.19
2016-06-27,,0.94,0.07,,1.02,0.6766666666666667
2016-06-28,,0.11,2.78,,0.1,0.9966666666666666
2016-06-29,,0.09,1.08,,0.09,0.4200000000000001
2016-06-30,,0.07,0.12,,5.36,1.8500000000000003
2016-07-01,,0.0,0.09,,1.41,0.5
2016-07-02,,,0.04,,5.94,2.99
2016-07-03,,0.04,0.58,,0.23,0.2833333333333333
2016-07-04,,,1.01,,0.1,0.555
2016-07-05,,,0.39,,6.46,3.425
2016-07-06,,,0.33,,3.43,1.8800000000000001
2016-07-07,,,0.0,,2.46,1.23
2016-07-08,,,0.0,,0.0,0.0
2016-07-09,,,1.47,,,1.47
2016-07-10,,,0.76,,,0.76
2016-07-11,,,1.17,,,1.17
2016-07-12,,0.02,1.98,,,1.0
2016-07-13,,,0.77,,0.02,0.395
2016-07-14,,0.35,0.25,,0.09,0.22999999999999998
2016-07-15,,0.0,0.04,,0.54,0.19333333333333336
2016-07-16,,0.0,1.4,,0.53,0.6433333333333333
2016-07-17,,,,,0.27,0.27
2016-07-18,,0.1,,,0.94,0.52
2016-07-19,,1.33,0.26,,1.38,0.9899999999999999
2016-07-20,,10.34,,,0.66,5.5
2016-07-21,,0.58,,,0.54,0.56
2016-07-22,,,0.0,,0.0,0.0
2016-07-23,,,,,,
2016-07-24,,0.48,,,,0.48
2016-07-25,,0.02,,,,0.02
2016-07-26,,0.0,0.4,,,0.2
2016-07-27,,0.29,0.07,,,0.18
2016-07-28,,,,,,
2016-07-29,,,,,,
2016-07-30,,0.0,0.83,,,0.415
2016-07-31,,,,,0.02,0.02
2016-08-01,,0.0,0.79,,,0.395
2016-08-02,,,7.42,,0.57,3.995
2016-08-03,,,0.43,,0.25,0.33999999999999997
2016-08-04,,,0.44,,1.57,1.0050000000000001
2016-08-05,,,0.0,,0.0,0.0
2016-08-06,,,0.0,,2.69,1.345
2016-08-07,,0.11,,,,0.11
2016-08-08,,,,,0.66,0.66
2016-08-09,,,0.26,,,0.26
2016-08-10,,,0.01,,,0.01
2016-08-11,,,0.05,,,0.05
2016-08-12,,1.98,1.09,,,1.5350000000000001
2016-08-13,,0.0,0.02,,,0.01
2016-08-14,,0.15,0.46,,,0.305
2016-08-15,,0.07,0.03,,,0.05
2016-08-16,,0.0,0.12,,,0.06
2016-08-17,,0.0,0.39,,,0.195
2016-08-18,,0.7,0.42,,,0.5599999999999999
2016-08-19,,0.62,0.06,,,0.33999999999999997
2016-08-20,,0.0,0.06,,0.24,0.09999999999999999
2016-08-21,,,,,,
2016-08-22,,,,,,
2016-08-23,,0.01,,,,0.01
2016-08-24,,,,,0.26,0.26
2016-08-25,,0.0,,,0.2,0.1
2016-08-26,,,4.36,,0.01,2.185
2016-08-27,,,,,,
2016-08-28,,0.0,,,,0.0
2016-08-29,,,,,,
2016-08-30,,,,,,
2016-08-31,,,0.28,,,0.28
2016-09-01,,,0.04,,,0.04
2016-09-02,,,1.19,,,1.19
2016-09-03,,,1.35,,,1.35
2016-09-04,,0.0,0.09,,,0.045
2016-09-05,,,0.08,,0.01,0.045
2016-09-06,,0.01,1.45,,0.0,0.48666666666666664
2016-09-07,,0.41,,,,0.41
2016-09-08,,,0.2,,,0.2
2016-09-09,,,0.98,,0.06,0.52
2016-09-10,,0.14,0.98,,,0.56
2016-09-11,,,1.69,,,1.69
2016-09-12,,,,,,
2016-09-13,,,,,,
2016-09-14,,,,,,
2016-09-15,,0.0,,,,0.0
2016-09-16,,,0.0,,,0.0
2016-09-17,,0.4,,,,0.4
2016-09-18,,,,,,
2016-09-19,,0.0,,,,0.0
2016-09-20,,,0.0,,,0.0
2016-09-21,,0.0,,,,0.0
2016-09-22,,0.19,,,,0.19
2016-09-23,,0.14,,,,0.14
2016-09-24,,0.15,,,,0.15
2016-09-25,,0.83,,,,0.83
2016-09-26,,0.2,,,,0.2
2016-09-27,,0.06,,,,0.06
2016-09-28,,0.0,,,0.01,0.005
2016-09-29,,,0.01,,0.14,0.07500000000000001
2016-09-30,,,0.35,,0.15,0.25
2016-10-01,,,0.92,,0.19,0.555
2016-10-02,,,0.01,,0.03,0.02
2016-10-03,,0.0,0.28,,0.0,0.09333333333333334
2016-10-04,,0.25,,,,0.25
2016-10-05,,,,,,
2016-10-06,,0.95,0.0,,,0.475
2016-10-07,,0.53,,,,0.53
2016-10-08,,0.3,,,,0.3
2016-10-09,,0.0,0.02,,,0.01
2016-10-10,,,0.0,,,0.0
2016-10-11,,,0.0,,0.09,0.045
2016-10-12,,0.0,0.02,,0.06,0.02666666666666667
2016-10-13,,,0.02,,0.11,0.065
2016-10-14,,,0.0,,,0.0
2016-10-15,,0.01,,,,0.01
2016-10-16,,,,,,
2016-10-17,,,0.17,,,0.17
2016-10-18,,,2.33,,,2.33
2016-10-19,,,1.09,,0.06,0.5750000000000001
2016-10-20,,0.17,0.96,,0.74,0.6233333333333333
2016-10-21,,0.28,0.23,,0.31,0.2733333333333334
2016-10-22,,,0.0,,0.19,0.095
2016-10-23,,,0.17,,0.03,0.1
2016-10-24,,0.0,0.26,,0.06,0.10666666666666667
2016-10-25,,,0.26,,1.19,0.725
2016-10-26,,,0.0,,0.33,0.165
2016-10-27,,0.57,,,0.15,0.36
2016-10-28,,,,,0.27,0.27
2016-10-29,,,,,0.73,0.73
2016-10-30,,,,,0.38,0.38
2016-10-31,,,,,0.43,0.43
2016-11-01,,,,,0.0,0.0
2016-11-02,,,,,,
2016-11-03,,,,,,
2016-11-04,,,,,,
2016-11-05,,,,,,
2016-11-06,,,,,0.02,0.02
2016-11-07,,0.02,,,0.89,0.455
2016-11-08,,0.0,,,0.06,0.03
2016-11-09,,,0.13,,0.02,0.075
2016-11-10,,0.02,0.24,,0.0,0.08666666666666667
2016-11-11,,,0.03,,,0.03
2016-11-12,,,0.0,,,0.0
2016-11-13,,,0.0,,,0.0
2016-11-14,,,,,0.03,0.03
2016-11-15,,,,,0.14,0.14
2016-11-16,,,,,0.05,0.05
2016-11-17,,,,,0.59,0.59
2016-11-18,,0.01,,,0.07,0.04
2016-11-19,,,0.02,,0.07,0.045000000000000005
2016-11-20,,0.22,0.26,,0.0,0.16
2016-11-21,,0.05,0.08,,0.01,0.04666666666666667
2016-11-22,,0.02,1.12,,0.05,0.3966666666666667
2016-11-23,,0.0,0.01,,0.0,0.0033333333333333335
2016-11-24,,,0.05,,,0.05
2016-11-25,,,0.05,,,0.05
2016-11-26,,,0.46,,,0.46
2016-11-27,,,,,,
2016-11-28,,,,,,
2016-11-29,,,,,,
2016-11-30,,,,,,
2016-12-01,,,,,,
2016-12-02,,,,,,
2016-12-03,,,,,,
2016-12-04,,,0.0,,0.01,0.005
2016-12-05,,,,,0.0,0.0
2016-12-06,,,,,,
2016-12-07,,,,,,
2016-12-08,,,,,,
2016-12-09,,,,,,
2016-12-10,,,,,,
2016-12-11,,,,,,
2016-12-12,,,,,0.26,0.26
2016-12-13,,,,,,
2016-12-14,,,,,,
2016-12-15,,,,,,
2016-12-16,,,,,,
2016-12-17,,,,,,
2016-12-18,,,,,,
2016-12-19,,,,,0.21,0.21
2016-12-20,,,,,1.0,1.0
2016-12-21,,,0.06,,0.17,0.115
2016-12-22,,,,,0.02,0.02
2016-12-23,,,,,0.0,0.0
2016-12-24,,,0.08,,0.12,0.1
2016-12-25,,,,,0.5,0.5
2016-12-26,,,,,0.03,0.03
2016-12-27,,,,,,
2016-12-28,,,,,,
2016-12-29,,,,,,
2016-12-30,,,,,,
2016-12-31,,,,,,
2017-01-01,,0.0,,,,0.0
2017-01-02,,0.0,,,,0.0
2017-01-03,,,,,,
2017-01-04,,0.0,,,0.66,0.33
2017-01-05,,,,,0.5,0.5
2017-01-06,,,,,0.36,0.36
2017-01-07,,0.01,0.0,,0.01,0.006666666666666667
2017-01-08,,,0.0,,0.0,0.0
2017-01-09,,,,,0.0,0.0
2017-01-10,,,,,0.05,0.05
2017-01-11,,,0.02,,0.21,0.11499999999999999
2017-01-12,,,0.05,,0.01,0.030000000000000002
2017-01-13,,,0.13,,0.0,0.065
2017-01-14,,,0.02,,,0.02
2017-01-15,,,0.01,,,0.01
2017-01-16,,,0.14,,,0.14
2017-01-17,,,,,,
2017-01-18,,,,,,
2017-01-19,,0.0,,,,0.0
2017-01-20,,,,,,
2017-01-21,,,,,,
2017-01-22,,,,,,
2017-01-23,,,,,,
2017-01-24,,,,,,
2017-01-25,,,,,,
2017-01-26,,,,,,
2017-01-27,,,,,,
2017-01-28,,,0.04,,,0.04
2017-01-29,,,0.11,,,0.11
2017-01-30,,,0.01,,,0.01
2017-01-31,,,,,0.1,0.1
2017-02-01,,,,,0.09,0.09
2017-02-02,,,,,0.15,0.15
2017-02-03,,,0.0,,0.08,0.04
2017-02-04,,,0.47,,0.03,0.25
2017-02-05,,,,,0.0,0.0
2017-02-06,,,,,,
2017-02-07,,,0.02,,0.3,0.16
2017-02-08,,0.0,0.11,,0.04,0.049999999999999996
2017-02-09,,,,,0.0,0.0
2017-02-10,,,0.0,,,0.0
2017-02-11,,,,,,
2017-02-12,,,,,,
2017-02-13,,,,,,
2017-02-14,,,,,,
2017-02-15,,,,,,
2017-02-16,,,,,,
2017-02-17,,,,,,
2017-02-18,,,,,,
2017-02-19,,,0.0,,,0.0
2017-02-20,,,0.01,,,0.01
2017-02-21,,0.21,0.0,,1.85,0.6866666666666666
2017-02-22,,,0.0,,0.09,0.045
2017-02-23,,,0.02,,0.0,0.01
2017-02-24,,,0.01,,,0.01
2017-02-25,,,0.4,,,0.4
2017-02-26,,,0.39,,,0.39
2017-02-27,,,0.0,,,0.0
2017-02-28,,,,,,
2017-03-01,,,,,,
2017-03-02,,,,,,
2017-03-03,,,,,,
2017-03-04,,,,,0.23,0.23
2017-03-05,,,,,0.0,0.0
2017-03-06,,,,,,
2017-03-07,,,0.17,,,0.17
2017-03-08,,,0.06,,,0.06
2017-03-09,,,0.31,,0.0,0.155
2017-03-10,,,0.05,,0.02,0.035
2017-03-11,,,0.19,,0.01,0.1
2017-03-12,,,0.01,,0.78,0.395
2017-03-13,,,0.02,,0.37,0.195
2017-03-14,,,0.0,,0.2,0.1
2017-03-15,,,0.0,,0.02,0.01
2017-03-16,,,0.01,,,0.01
2017-03-17,,,0.02,,0.2,0.11
2017-03-18,,,3.02,,0.17,1.595
2017-03-19,,,0.39,,0.51,0.45
2017-03-20,,0.01,,,0.26,0.135
2017-03-21,,,0.0,,0.45,0.225
2017-03-22,,0.06,0.51,,0.07,0.21333333333333337
2017-03-23,,0.28,0.01,,0.09,0.12666666666666668
2017-03-24,,0.15,0.02,,0.21,0.12666666666666668
2017-03-25,,0.09,0.21,,,0.15
2017-03-26,,0.0,0.02,,,0.01
2017-03-27,,,0.0,,,0.0
2017-03-28,,,0.02,,,0.02
2017-03-29,,,0.04,,0.03,0.035
2017-03-30,,,,,1.13,1.13
2017-03-31,,,1.82,,0.81,1.315
2017-04-01,,,0.74,,0.0,0.37
2017-04-02,,,0.0,,,0.0
2017-04-03,,,,,,
2017-04-04,,,,,0.07,0.07
2017-04-05,,0.0,0.09,,1.82,0.6366666666666667
2017-04-06,,,0.07,,0.01,0.04
2017-04-07,,,0.02,,0.0,0.01
2017-04-08,,,0.0,,1.02,0.51
2017-04-09,,0.0,0.0,,2.67,0.89
2017-04-10,,,0.0,,0.22,0.11
2017-04-11,,,0.06,,0.22,0.14
2017-04-12,,,1.22,,0.0,0.61
2017-04-13,,,,,,
2017-04-14,,,,,,
2017-04-15,,,,,,
2017-04-16,,,,,1.8,1.8
2017-04-17,,,,,0.0,0.0
2017-04-18,,,,,0.0,0.0
2017-04-19,,,0.3,,0.2,0.25
2017-04-20,,0.0,0.81,,0.06,0.29000000000000004
2017-04-21,,,1.18,,,1.18
2017-04-22,,,0.16,,,0.16
2017-04-23,,,0.04,,,0.04
2017-04-24,,,0.06,,,0.06
2017-04-25,,,0.05,,0.87,0.46
2017-04-26,,,0.56,,0.87,0.7150000000000001
2017-04-27,,,,,0.0,0.0
2017-04-28,,,0.0,,,0.0
2017-04-29,,,,,,
2017-04-30,,,,,,
2017-05-01,,,,,0.37,0.37
2017-05-02,,,,,,
2017-05-03,,0.01,0.0,,1.65,0.5533333333333333
2017-05-04,,,1.55,,1.52,1.5350000000000001
2017-05-05,,,0.07,,0.0,0.035
2017-05-06,,,0.0,,0.01,0.005
2017-05-07,,,6.46,,0.51,3.485
2017-05-08,,,1.45,,0.01,0.73
2017-05-09,,,,,0.0,0.0
2017-05-10,,,0.0,,,0.0
2017-05-11,,,,,0.35,0.35
2017-05-12,,,0.0,,,0.0
2017-05-13,,,,,,
2017-05-14,,,0.16,,0.03,0.095
2017-05-15,,,3.41,,0.0,1.705
2017-05-16,,,,,0.0,0.0
2017-05-17,,,,,,
2017-05-18,,,0.03,,,0.03
2017-05-19,,,0.1,,0.01,0.055
2017-05-20,,0.03,0.15,,0.01,0.06333333333333334
2017-05-21,,,0.65,,0.12,0.385
2017-05-22,,1.15,0.19,,0.22,0.5199999999999999
2017-05-23,,,0.03,,0.07,0.05
2017-05-24,,,2.41,,0.02,1.215
2017-05-25,,,0.59,,0.0,0.295
2017-05-26,,,0.0,,,0.0
2017-05-27,,,,,,
2017-05-28,,,,,,
2017-05-29,,,,,,
2017-05-30,,0.04,,,,0.04
2017-05-31,,0.0,,,,0.0
2017-06-01,,0.0,,,0.13,0.065
2017-06-02,,0.0,1.03,,,0.515
2017-06-03,,,1.19,,,1.19
2017-06-04,,,,,0.38,0.38
2017-06-05,,0.11,0.85,,0.37,0.44333333333333336
2017-06-06,,0.02,1.04,,,0.53
2017-06-07,,0.02,,,,0.02
2017-06-08,,0.01,,,,0.01
2017-06-09,,,0.04,,1.09,0.5650000000000001
2017-06-10,,,,,0.18,0.18
2017-06-11,,0.02,0.0,,0.14,0.05333333333333334
2017-06-12,,,0.38,,0.7,0.54
2017-06-13,,0.42,0.01,,0.2,0.21
2017-06-14,,,0.53,,0.02,0.275
2017-06-15,,,1.48,,0.15,0.815
2017-06-16,,,4.31,,0.14,2.2249999999999996
2017-06-17,,,0.01,,0.0,0.005
2017-06-18,,0.02,0.08,,,0.05
2017-06-19,,,2.63,,,2.63
2017-06-20,,,0.62,,,0.62
2017-06-21,,0.04,0.6,,0.0,0.21333333333333335
2017-06-22,,2.5,0.03,,0.04,0.8566666666666666
2017-06-23,,1.57,0.91,,0.01,0.83
2017-06-24,,1.04,,,0.0,0.52
2017-06-25,,0.0,0.24,,2.01,0.75
2017-06-26,,,,,,
2017-06-27,,,0.0,,,0.0
2017-06-28,,,0.0,,,0.0
2017-06-29,,0.0,,,0.31,0.155
2017-06-30,,0.0,0.01,,0.16,0.05666666666666667
2017-07-01,,,0.86,,0.56,0.71
2017-07-02,,,0.88,,0.0,0.44
2017-07-03,,0.1,1.71,,,0.905
2017-07-04,,1.42,0.1,,,0.76
2017-07-05,,0.0,0.11,,,0.055
2017-07-06,,1.51,0.2,,,0.855
2017-07-07,,0.13,0.28,,,0.20500000000000002
2017-07-08,,,1.5,,,1.5
2017-07-09,,,0.11,,1.32,0.7150000000000001
2017-07-10,,,0.29,,0.0,0.145
2017-07-11,,,0.59,,0.0,0.295
2017-07-12,,,0.96,,,0.96
2017-07-13,,,0.05,,,0.05
2017-07-14,,0.02,0.12,,,0.06999999999999999
2017-07-15,,0.02,0.0,,,0.01
2017-07-16,,0.02,0.03,,,0.025
2017-07-17,,0.0,1.44,,0.15,0.5299999999999999
2017-07-18,,0.02,1.34,,0.0,0.45333333333333337
2017-07-19,,0.0,0.08,,,0.04
2017-07-20,,0.44,0.06,,,0.25
2017-07-21,,0.11,0.38,,,0.245
2017-07-22,,,,,,
2017-07-23,,,0.58,,,0.58
2017-07-24,,0.0,0.06,,,0.03
2017-07-25,,,0.06,,,0.06
2017-07-26,,0.07,0.53,,,0.30000000000000004
2017-07-27,,0.06,0.0,,,0.03
2017-07-28,,0.0,0.0,,,0.0
2017-07-29,,,0.0,,,0.0
2017-07-30,,,,,,
2017-07-31,,,0.01,,0.11,0.06
2017-08-01,,,,,1.93,1.93
2017-08-02,,2.63,0.46,,0.31,1.1333333333333333
2017-08-03,,,3.69,,0.0,1.845
2017-08-04,,,0.09,,0.11,0.1
2017-08-05,,0.18,0.03,,0.0,0.06999999999999999
2017-08-06,,,0.0,,,0.0
2017-08-07,,,,,0.1,0.1
2017-08-08,,0.04,0.0,,0.0,0.013333333333333334
2017-08-09,,,,,0.0,0.0
2017-08-10,,0.0,0.0,,,0.0
2017-08-11,,0.29,0.09,,,0.19
2017-08-12,,1.91,,,,1.91
2017-08-13,,0.4,0.0,,,0.2
2017-08-14,,0.02,,,,0.02
2017-08-15,,0.0,,,,0.0
2017-08-16,,0.18,,,,0.18
2017-08-17,,,0.0,,,0.0
2017-08-18,,0.84,,,,0.84
2017-08-19,,0.17,,,,0.17
2017-08-20,,0.12,,,,0.12
2017-08-21,,0.0,0.09,,,0.045
2017-08-22,,0.72,0.83,,,0.7749999999999999
2017-08-23,,0.69,0.74,,,0.715
2017-08-24,,0.0,0.01,,,0.005
2017-08-25,,0.0,0.0,,,0.0
2017-08-26,,,0.25,,,0.25
2017-08-27,,1.08,1.69,,,1.385
2017-08-28,,1.02,0.54,,,0.78
2017-08-29,,0.0,,,,0.0
2017-08-30,,,1.0,,,1.0
2017-08-31,,0.0,0.46,,,0.23
2017-09-01,,,0.46,,,0.46
2017-09-02,,,0.25,,,0.25
2017-09-03,,,0.08,,,0.08
2017-09-04,,,3.43,,,3.43
2017-09-05,,0.0,2.37,,,1.185
2017-09-06,,,0.04,,,0.04
2017-09-07,,,0.62,,,0.62
2017-09-08,,,1.13,,,1.13
2017-09-09,,,0.23,,,0.23
2017-09-10,,0.1,0.66,,,0.38
2017-09-11,,,0.35,,,0.35
2017-09-12,,,0.0,,,0.0
2017-09-13,,,,,,
2017-09-14,,,0.02,,,0.02
2017-09-15,,,,,,
2017-09-16,,,,,,
2017-09-17,,,,,,
2017-09-18,,,,,,
2017-09-19,,,,,,
2017-09-20,,,,,,
2017-09-21,,,,,,
2017-09-22,,,,,,
2017-09-23,,,0.08,,,0.08
2017-09-24,,,0.07,,,0.07
2017-09-25,,,0.03,,,0.03
2017-09-26,,,0.0,,,0.0
2017-09-27,,0.0,,,,0.0
2017-09-28,,,,,,
2017-09-29,,,0.9,,0.57,0.735
