DATE,0,1,2,3,4,Average
2017-09-30,,,0.34,,0.0,0.17
2017-10-01,,,0.21,,,0.21
2017-10-02,,0.0,,,,0.0
2017-10-03,,,,,,
2017-10-04,,,0.18,,0.4,0.29000000000000004
2017-10-05,,,,,0.0,0.0
2017-10-06,,,,,,
2017-10-07,,,,,,
2017-10-08,,0.51,,,,0.51
2017-10-09,,2.04,,,,2.04
2017-10-10,,0.15,,,,0.15
2017-10-11,,0.05,,,,0.05
2017-10-12,,0.0,,,,0.0
2017-10-13,,,,,,
2017-10-14,,0.03,,,,0.03
2017-10-15,,0.01,1.0,,,0.505
2017-10-16,,0.0,0.35,,,0.175
2017-10-17,,0.05,0.35,,,0.19999999999999998
2017-10-18,,0.1,0.0,,,0.05
2017-10-19,,0.06,,,0.06,0.06
2017-10-20,,0.0,,,0.0,0.0
2017-10-21,,0.0,,,,0.0
2017-10-22,,,,,,
2017-10-23,,,,,,
2017-10-24,,,,,,
2017-10-25,,,,,,
2017-10-26,,0.0,,,,0.0
2017-10-27,,,,,,
2017-10-28,,,,,,
2017-10-29,,,,,,
2017-10-30,,,,,,
2017-10-31,,,,,,
2017-11-01,,,,,,
2017-11-02,,,,,,
2017-11-03,,,,,,
2017-11-04,,,,,,
2017-11-05,,,,,,
2017-11-06,,,0.13,,,0.13
2017-11-07,,,0.09,,,0.09
2017-11-08,,,0.04,,,0.04
2017-11-09,,,0.0,,,0.0
2017-11-10,,,,,,
2017-11-11,,,,,,
2017-11-12,,,,,,
2017-11-13,,,1.05,,,1.05
2017-11-14,,,0.01,,,0.01
2017-11-15,,,0.03,,,0.03
2017-11-16,,,0.01,,,0.01
2017-11-17,,,0.0,,,0.0
2017-11-18,,,,,,
2017-11-19,,,0.03,,,0.03
2017-11-20,,,0.0,,,0.0
2017-11-21,,,0.0,,,0.0
2017-11-22,,,0.0,,,0.0
2017-11-23,,,,,,
2017-11-24,,,0.06,,,0.06
2017-11-25,,,0.03,,,0.03
2017-11-26,,,0.0,,,0.0
2017-11-27,,,0.0,,,0.0
2017-11-28,,,,,,
2017-11-29,,,,,,
2017-11-30,,,,,,
2017-12-01,,,,,,
2017-12-02,,,,,,
2017-12-03,,,,,,
2017-12-04,,,,,,
2017-12-05,,,,,,
2017-12-06,,,,,,
2017-12-07,,,,,,
2017-12-08,,,,,,
2017-12-09,,,,,,
2017-12-10,,,,,,
2017-12-11,,,,,,
2017-12-12,,,,,,
2017-12-13,,,,,,
2017-12-14,,,0.0,,,0.0
2017-12-15,,,,,,
2017-12-16,,,0.03,,,0.03
2017-12-17,,,0.0,,,0.0
2017-12-18,,,,,,
2017-12-19,,,,,,
2017-12-20,,,,,,
2017-12-21,,,,,,
2017-12-22,,,,,,
2017-12-23,,,,,,
2017-12-24,,,,,,
2017-12-25,,,,,,
2017-12-26,,,,,,
2017-12-27,,,,,,
2017-12-28,,,0.03,,,0.03
2017-12-29,,,,,,
2017-12-30,,0.0,,,,0.0
2017-12-31,,,,,,
2018-01-01,,,,,,
2018-01-02,,,,,,
2018-01-03,,,,,,
2018-01-04,,,,,,
2018-01-05,,,0.05,,0.45,0.25
2018-01-06,,,3.28,,0.0,1.64
2018-01-07,,,0.26,,0.14,0.2
2018-01-08,,,0.44,,0.0,0.22
2018-01-09,,,0.41,,,0.41
2018-01-10,,,0.08,,,0.08
2018-01-11,,,0.0,,,0.0
2018-01-12,,,,,,
2018-01-13,,,,,,
2018-01-14,,,,,,
2018-01-15,,,,,,
2018-01-16,,,,,,
2018-01-17,,,,,,
2018-01-18,,,,,,
2018-01-19,,,,,,
2018-01-20,,,,,,
2018-01-21,,,,,,
2018-01-22,,0.0,,,,0.0
2018-01-23,,,,,,
2018-01-24,,,,,0.31,0.31
2018-01-25,,,,,0.39,0.39
2018-01-26,,,0.0,,0.0,0.0
2018-01-27,,,0.01,,,0.01
2018-01-28,,,0.02,,,0.02
2018-01-29,,,0.17,,,0.17
2018-01-30,,,0.49,,,0.49
2018-01-31,,,0.05,,0.79,0.42000000000000004
2018-02-01,,,0.0,,0.0,0.0
2018-02-02,,,0.0,,,0.0
2018-02-03,,,0.0,,,0.0
2018-02-04,,,,,,
2018-02-05,,,0.0,,,0.0
2018-02-06,,,,,,
2018-02-07,,,,,,
2018-02-08,,,,,,
2018-02-09,,,,,,
2018-02-10,,,0.0,,,0.0
2018-02-11,,,,,,
2018-02-12,,,,,,
2018-02-13,,,,,,
2018-02-14,,,,,,
2018-02-15,,,,,,
2018-02-16,,,,,,
2018-02-17,,,,,,
2018-02-18,,,,,,
2018-02-19,,,0.0,,,0.0
2018-02-20,,,,,,
2018-02-21,,,0.02,,,0.02
2018-02-22,,,0.46,,,0.46
2018-02-23,,,0.0,,,0.0
2018-02-24,,,,,,
2018-02-25,,,,,,
2018-02-26,,,,,,
2018-02-27,,,,,0.95,0.95
2018-02-28,,,,,0.0,0.0
2018-03-01,,,,,,
2018-03-02,,,0.0,,0.98,0.49
2018-03-03,,,,,0.0,0.0
2018-03-04,,,0.02,,,0.02
2018-03-05,,,0.01,,0.02,0.015
2018-03-06,,,,,0.0,0.0
2018-03-07,,,0.76,,,0.76
2018-03-08,,,0.06,,,0.06
2018-03-09,,,0.03,,,0.03
2018-03-10,,,0.0,,,0.0
2018-03-11,,,,,,
2018-03-12,,,,,,
2018-03-13,,,,,,
2018-03-14,,,0.02,,,0.02
2018-03-15,,,0.04,,,0.04
2018-03-16,,,,,,
2018-03-17,,0.16,,,,0.16
2018-03-18,,0.15,,,,0.15
2018-03-19,,0.0,1.13,,,0.565
2018-03-20,,,1.08,,,1.08
2018-03-21,,,0.0,,,0.0
2018-03-22,,,,,,
2018-03-23,,,,,,
2018-03-24,,,0.02,,,0.02
2018-03-25,,,,,,
2018-03-26,,,,,,
2018-03-27,,,0.0,,,0.0
2018-03-28,,,,,,
2018-03-29,,,0.03,,,0.03
2018-03-30,,,0.12,,,0.12
2018-03-31,,,,,,
2018-04-01,,,0.0,,,0.0
2018-04-02,,,,,,
2018-04-03,,0.1,,,,0.1
2018-04-04,,0.41,,,,0.41
2018-04-05,,,,,,
2018-04-06,,,0.34,,,0.34
2018-04-07,,,0.0,,,0.0
2018-04-08,,,0.0,,,0.0
2018-04-09,,,,,,
2018-04-10,,,,,,
2018-04-11,,,,,,
2018-04-12,,,0.02,,,0.02
2018-04-13,,0.24,0.0,,,0.12
2018-04-14,,,3.04,,,3.04
2018-04-15,,,0.15,,,0.15
2018-04-16,,,0.14,,,0.14
2018-04-17,,,0.09,,,0.09
2018-04-18,,,0.0,,,0.0
2018-04-19,,,,,,
2018-04-20,,,,,,
2018-04-21,,1.07,0.0,,,0.535
2018-04-22,,0.05,,,,0.05
2018-04-23,,0.05,0.11,,,0.08
2018-04-24,,0.0,0.27,,,0.135
2018-04-25,,,0.0,,,0.0
2018-04-26,,,0.26,,,0.26
2018-04-27,,,,,,
2018-04-28,,,1.06,,,1.06
2018-04-29,,,0.53,,,0.53
2018-04-30,,0.0,0.03,,,0.015
2018-05-01,,0.04,0.4,,,0.22
2018-05-02,,,0.77,,,0.77
2018-05-03,,,1.33,,,1.33
2018-05-04,,,0.02,,,0.02
2018-05-05,,,0.02,,,0.02
2018-05-06,,,0.17,,,0.17
2018-05-07,,,4.53,,,4.53
2018-05-08,,,4.52,,,4.52
2018-05-09,,,0.52,,,0.52
2018-05-10,,,0.22,,,0.22
2018-05-11,,,0.01,,,0.01
2018-05-12,,0.0,0.17,,,0.085
2018-05-13,,,0.93,,,0.93
2018-05-14,,,0.01,,,0.01
2018-05-15,,,0.0,,,0.0
2018-05-16,,0.0,,,,0.0
2018-05-17,,0.02,0.01,,,0.015
2018-05-18,,,,,,
2018-05-19,,0.07,,,,0.07
2018-05-20,,0.1,,,,0.1
2018-05-21,,0.14,,,,0.14
2018-05-22,,0.13,,,,0.13
2018-05-23,,0.0,,,,0.0
2018-05-24,,,,,,
2018-05-25,,,,,,
2018-05-26,,,0.0,,,0.0
2018-05-27,,,0.7,,,0.7
2018-05-28,,,,,,
2018-05-29,,,0.0,,,0.0
2018-05-30,,,0.46,,,0.46
2018-05-31,,,,,,
2018-06-01,,,0.18,,,0.18
2018-06-02,,,0.15,,,0.15
2018-06-03,,0.04,0.13,,,0.085
2018-06-04,,0.01,0.19,,,0.1
2018-06-05,,0.0,0.68,,,0.34
2018-06-06,,0.02,0.69,,,0.355
2018-06-07,,,2.57,,,2.57
2018-06-08,,,8.92,,,8.92
2018-06-09,,0.3,0.01,,,0.155
2018-06-10,,,,,,
2018-06-11,,,,,,
2018-06-12,,0.11,1.89,,,1.0
2018-06-13,,0.45,1.34,,,0.895
2018-06-14,,,0.78,,,0.78
2018-06-15,,,0.01,,,0.01
2018-06-16,,,,,,
2018-06-17,,0.23,0.0,,,0.115
2018-06-18,,0.03,,,,0.03
2018-06-19,,0.0,0.03,,,0.015
2018-06-20,,,,,,
2018-06-21,,,0.1,,,0.1
2018-06-22,,,0.6,,,0.6
2018-06-23,,,0.96,,,0.96
2018-06-24,,,0.35,,,0.35
2018-06-25,,0.02,0.5,,,0.26
2018-06-26,,,0.08,,,0.08
2018-06-27,,,,,,
2018-06-28,,,0.0,,,0.0
2018-06-29,,0.21,,,,0.21
2018-06-30,,0.34,,,,0.34
2018-07-01,,,,,,
2018-07-02,,0.0,0.7,,0.79,0.49666666666666665
2018-07-03,,0.02,0.18,,0.09,0.09666666666666666
2018-07-04,,0.0,,,0.24,0.12
2018-07-05,,0.12,0.02,,2.68,0.9400000000000001
2018-07-06,,,2.61,,1.83,2.2199999999999998
2018-07-07,,0.43,2.12,,0.0,0.8500000000000001
2018-07-08,,,0.56,,,0.56
2018-07-09,,,0.06,,,0.06
2018-07-10,,0.0,,,,0.0
2018-07-11,,1.43,,,,1.43
2018-07-12,,0.04,0.37,,,0.205
2018-07-13,,,0.32,,,0.32
2018-07-14,,,0.09,,,0.09
2018-07-15,,0.52,0.02,,,0.27
2018-07-16,,1.56,0.01,,,0.785
2018-07-17,,2.85,0.35,,,1.6
2018-07-18,,1.07,,,,1.07
2018-07-19,,0.24,0.05,,,0.145
2018-07-20,,,,,,
2018-07-21,,,0.0,,,0.0
2018-07-22,,,,,,
2018-07-23,,0.22,1.91,,,1.065
2018-07-24,,3.33,0.52,,,1.925
2018-07-25,,2.02,0.38,,,1.2
2018-07-26,,0.0,0.36,,,0.18
2018-07-27,,,0.04,,,0.04
2018-07-28,,,0.01,,,0.01
2018-07-29,,,0.0,,,0.0
2018-07-30,,,,,,
2018-07-31,,,0.0,,,0.0
2018-08-01,,,0.0,,,0.0
2018-08-02,,,0.37,,,0.37
2018-08-03,,,0.63,,,0.63
2018-08-04,,,0.02,,,0.02
2018-08-05,,0.17,0.15,,,0.16
2018-08-06,,0.41,,,,0.41
2018-08-07,,0.0,0.07,,,0.035
2018-08-08,,0.74,,,,0.74
2018-08-09,,0.69,,,,0.69
2018-08-10,,0.0,0.22,,,0.11
2018-08-11,,0.43,0.06,,,0.245
2018-08-12,,2.4,0.0,,,1.2
2018-08-13,,,0.0,,,0.0
2018-08-14,,,0.07,,,0.07
2018-08-15,,0.0,0.03,,,0.015
2018-08-16,,,0.13,,,0.13
2018-08-17,,,0.02,,,0.02
2018-08-18,,,0.13,,,0.13
2018-08-19,,0.0,0.01,,,0.005
2018-08-20,,,0.0,,,0.0
2018-08-21,,,,,,
2018-08-22,,,0.0,,,0.0
2018-08-23,,,,,,
2018-08-24,,,0.0,,,0.0
2018-08-25,,,,,,
2018-08-26,,,,,,
2018-08-27,,,1.16,,,1.16
2018-08-28,,,1.68,,,1.68
2018-08-29,,,0.48,,,0.48
2018-08-30,,0.15,1.66,,,0.9049999999999999
2018-08-31,,0.15,1.68,,,0.9149999999999999
2018-09-01,,0.56,0.51,,,0.535
2018-09-02,,0.64,0.35,,,0.495
2018-09-03,,0.0,0.02,,,0.01
2018-09-04,,,0.01,,,0.01
2018-09-05,,,0.01,,,0.01
2018-09-06,,,,,,
2018-09-07,,,1.64,,,1.64
2018-09-08,,,,,,
2018-09-09,,,,,,
2018-09-10,,,,,,
2018-09-11,,0.07,,,,0.07
2018-09-12,,,0.09,,,0.09
2018-09-13,,,0.01,,,0.01
2018-09-14,,,,,,
2018-09-15,,,,,,
2018-09-16,,,3.1,,,3.1
2018-09-17,,,3.13,,,3.13
2018-09-18,,,0.0,,,0.0
2018-09-19,,,,,,
2018-09-20,,,,,,
2018-09-21,,,,,0.0,0.0
2018-09-22,,,,,0.04,0.04
2018-09-23,,,0.17,,0.0,0.085
2018-09-24,,,,,0.0,0.0
2018-09-25,,0.01,0.07,,0.0,0.02666666666666667
2018-09-26,,,,,,
2018-09-27,,0.24,,,,0.24
2018-09-28,,0.04,,,,0.04
2018-09-29,,0.0,,,,0.0
2018-09-30,,,,,,
2018-10-01,,0.0,,,,0.0
2018-10-02,,,,,,
2018-10-03,,,,,,
2018-10-04,,,,,,
2018-10-05,,,,,,
2018-10-06,,0.0,,,,0.0
2018-10-07,,,,,,
2018-10-08,,,,,0.0,0.0
2018-10-09,,,0.11,,,0.11
2018-10-10,,,0.31,,,0.31
2018-10-11,,,0.07,,,0.07
2018-10-12,,,0.0,,,0.0
2018-10-13,,,0.03,,,0.03
2018-10-14,,,,,,
2018-10-15,,0.16,0.21,,0.04,0.13666666666666666
2018-10-16,,0.17,0.99,,0.0,0.38666666666666666
2018-10-17,,0.0,1.48,,0.0,0.49333333333333335
2018-10-18,,,0.02,,,0.02
2018-10-19,,,0.04,,0.19,0.115
2018-10-20,,,0.0,,0.24,0.12
2018-10-21,,,0.0,,0.0,0.0
2018-10-22,,,0.04,,0.08,0.06
2018-10-23,,,0.0,,0.0,0.0
2018-10-24,,,,,,
2018-10-25,,,0.0,,0.02,0.01
2018-10-26,,0.0,0.0,,0.0,0.0
2018-10-27,,,,,,
2018-10-28,,,,,,
2018-10-29,,,,,,
2018-10-30,,,,,,
2018-10-31,,,,,,
2018-11-01,,,0.02,,,0.02
2018-11-02,,,0.13,,,0.13
2018-11-03,,,,,,
2018-11-04,,,,,,
2018-11-05,,,0.0,,,0.0
2018-11-06,,,,,,
2018-11-07,,,,,,
2018-11-08,,,,,,
2018-11-09,,,,,,
2018-11-10,,,,,,
2018-11-11,,,0.01,,,0.01
2018-11-12,,,,,,
2018-11-13,,,0.07,,,0.07
2018-11-14,,,,,,
2018-11-15,,,0.0,,,0.0
2018-11-16,,,0.24,,,0.24
2018-11-17,,,0.21,,,0.21
2018-11-18,,,0.06,,,0.06
2018-11-19,,,0.0,,,0.0
2018-11-20,,,0.0,,,0.0
2018-11-21,,,0.04,,,0.04
2018-11-22,,,0.03,,,0.03
2018-11-23,,,0.0,,,0.0
2018-11-24,,,,,,
2018-11-25,,,0.83,,,0.83
2018-11-26,,,0.01,,,0.01
2018-11-27,,,0.0,,,0.0
2018-11-28,,,0.0,,,0.0
2018-11-29,,,0.0,,,0.0
2018-11-30,,,,,,
2018-12-01,,0.01,0.0,,,0.005
2018-12-02,,,0.0,,,0.0
2018-12-03,,,,,,
2018-12-04,,,,,,
2018-12-05,,,,,,
2018-12-06,,,,,,
2018-12-07,,,0.0,,,0.0
2018-12-08,,,0.21,,,0.21
2018-12-09,,,0.21,,,0.21
2018-12-10,,,0.01,,,0.01
2018-12-11,,,0.03,,,0.03
2018-12-12,,,0.01,,,0.01
2018-12-13,,,0.0,,,0.0
2018-12-14,,,,,,
2018-12-15,,,0.01,,,0.01
2018-12-16,,,0.02,,,0.02
2018-12-17,,,0.0,,,0.0
2018-12-18,,,,,,
2018-12-19,,,0.01,,,0.01
2018-12-20,,,,,,
2018-12-21,,,,,,
2018-12-22,,,,,,
2018-12-23,,,0.02,,,0.02
2018-12-24,,,0.1,,,0.1
2018-12-25,,,0.04,,,0.04
2018-12-26,,,0.0,,,0.0
2018-12-27,,,,,,
2018-12-28,,,,,,
2018-12-29,,,,,,
2018-12-30,,,0.11,,,0.11
2018-12-31,,,,,,
2019-01-01,,,0.0,,,0.0
2019-01-02,,,0.0,,,0.0
2019-01-03,,,0.01,,,0.01
2019-01-04,,,0.02,,,0.02
2019-01-05,,,0.0,,,0.0
2019-01-06,,,0.0,,,0.0
2019-01-07,,,0.0,,,0.0
2019-01-08,,,0.05,,,0.05
2019-01-09,,,,,,
2019-01-10,,,0.0,,,0.0
2019-01-11,,,0.0,,,0.0
2019-01-12,,,0.0,,,0.0
2019-01-13,,,,,,
2019-01-14,,,0.0,,,0.0
2019-01-15,,,,,,
2019-01-16,,,,,,
2019-01-17,,,0.0,,,0.0
2019-01-18,,,,,,
2019-01-19,,,0.0,,,0.0
2019-01-20,,,0.0,,,0.0
2019-01-21,,,,,,
2019-01-22,,,,,,
2019-01-23,,,,,,
2019-01-24,,,,,,
2019-01-25,,,,,,
2019-01-26,,,,,,
2019-01-27,,,,,,
2019-01-28,,,,,,
2019-01-29,,,,,,
2019-01-30,,,,,,
2019-01-31,,,,,,
2019-02-01,,,,,,
2019-02-02,,,0.0,,,0.0
2019-02-03,,,0.0,,,0.0
2019-02-04,,,0.0,,,0.0
2019-02-05,,,,,,
2019-02-06,,,0.0,,,0.0
2019-02-07,,0.0,0.0,,,0.0
2019-02-08,,,0.0,,,0.0
2019-02-09,,,0.04,,,0.04
2019-02-10,,,0.01,,,0.01
2019-02-11,,,0.0,,,0.0
2019-02-12,,0.04,0.0,,,0.02
2019-02-13,,,,,,
2019-02-14,,0.01,,,,0.01
2019-02-15,,,0.0,,,0.0
2019-02-16,,,0.0,,,0.0
2019-02-17,,,0.01,,,0.01
2019-02-18,,0.02,1.32,,,0.67
2019-02-19,,0.02,0.03,,,0.025
2019-02-20,,0.0,,,,0.0
2019-02-21,,,4.23,,0.02,2.125
2019-02-22,,,0.06,,0.0,0.03
2019-02-23,,,0.67,,,0.67
2019-02-24,,,0.07,,,0.07
2019-02-25,,,0.03,,,0.03
2019-02-26,,,0.02,,,0.02
2019-02-27,,,0.02,,,0.02
2019-02-28,,,0.0,,,0.0
2019-03-01,,,,,,
2019-03-02,,,0.22,,,0.22
2019-03-03,,,0.45,,,0.45
2019-03-04,,,0.8,,,0.8
2019-03-05,,,0.16,,,0.16
2019-03-06,,,0.11,,,0.11
2019-03-07,,,0.77,,,0.77
2019-03-08,,,0.5,,,0.5
2019-03-09,,,1.73,,,1.73
2019-03-10,,0.01,0.19,,,0.1
2019-03-11,,,0.14,,,0.14
2019-03-12,,,0.0,,,0.0
2019-03-13,,,0.18,,0.24,0.21
2019-03-14,,,0.4,,0.0,0.2
2019-03-15,,,0.07,,,0.07
2019-03-16,,,0.0,,,0.0
2019-03-17,,,,,,
2019-03-18,,,,,,
2019-03-19,,,,,,
2019-03-20,,0.09,,,,0.09
2019-03-21,,,,,0.03,0.03
2019-03-22,,,0.47,,0.26,0.365
2019-03-23,,,0.09,,0.0,0.045
2019-03-24,,,0.23,,,0.23
2019-03-25,,,0.17,,,0.17
2019-03-26,,,0.0,,,0.0
2019-03-27,,,0.0,,,0.0
2019-03-28,,,,,,
2019-03-29,,,0.57,,,0.57
2019-03-30,,,,,,
2019-03-31,,,0.13,,,0.13
2019-04-01,,,0.0,,,0.0
2019-04-02,,,0.0,,,0.0
2019-04-03,,,0.08,,,0.08
2019-04-04,,,0.07,,,0.07
2019-04-05,,,0.0,,,0.0
2019-04-06,,,0.0,,,0.0
2019-04-07,,,,,,
2019-04-08,,0.02,,,,0.02
2019-04-09,,0.15,,,,0.15
2019-04-10,,0.15,,,,0.15
2019-04-11,,0.0,0.17,,,0.085
2019-04-12,,,0.94,,,0.94
2019-04-13,,,0.39,,,0.39
2019-04-14,,,0.09,,,0.09
2019-04-15,,,0.82,,,0.82
2019-04-16,,,1.24,,,1.24
2019-04-17,,,0.37,,,0.37
2019-04-18,,,1.21,,,1.21
2019-04-19,,0.23,3.11,,,1.67
2019-04-20,,0.01,1.92,,,0.965
2019-04-21,,,0.02,,,0.02
2019-04-22,,,1.2,,,1.2
2019-04-23,,,1.2,,,1.2
2019-04-24,,0.81,0.0,,,0.405
2019-04-25,,0.15,,,,0.15
2019-04-26,,0.01,1.93,,,0.97
2019-04-27,,0.17,1.93,,,1.05
2019-04-28,,,,,,
2019-04-29,,,0.0,,,0.0
2019-04-30,,,1.0,,,1.0
2019-05-01,,,,,,
2019-05-02,,,0.45,,,0.45
2019-05-03,,,0.0,,,0.0
2019-05-04,,,0.76,,,0.76
2019-05-05,,,0.37,,,0.37
2019-05-06,,,0.09,,,0.09
2019-05-07,,,0.35,,,0.35
2019-05-08,,,0.44,,,0.44
2019-05-09,,,0.44,,,0.44
2019-05-10,,,0.0,,,0.0
2019-05-11,,,,,,
2019-05-12,,0.15,,,,0.15
2019-05-13,,,,,,
2019-05-14,,,,,,
2019-05-15,,,0.3,,,0.3
2019-05-16,,,0.07,,,0.07
2019-05-17,,0.47,0.64,,,0.5549999999999999
2019-05-18,,0.57,,,,0.57
2019-05-19,,0.02,0.02,,,0.02
2019-05-20,,0.0,0.07,,,0.035
2019-05-21,,0.0,0.01,,,0.005
2019-05-22,,,0.71,,,0.71
2019-05-23,,,3.0,,,3.0
2019-05-24,,,0.01,,,0.01
2019-05-25,,0.04,1.17,,,0.605
2019-05-26,,1.05,1.2,,,1.125
2019-05-27,,1.04,0.35,,,0.6950000000000001
2019-05-28,,0.0,2.83,,,1.415
2019-05-29,,,0.34,,,0.34
2019-05-30,,,0.35,,,0.35
2019-05-31,,,0.24,,,0.24
2019-06-01,,,0.81,,,0.81
2019-06-02,,0.1,0.19,,,0.14500000000000002
2019-06-03,,,0.01,,,0.01
2019-06-04,,0.01,1.63,,,0.82
2019-06-05,,0.01,0.47,,,0.24
2019-06-06,,0.01,2.56,,,1.285
2019-06-07,,,,,,
2019-06-08,,,0.04,,,0.04
2019-06-09,,,0.0,,,0.0
2019-06-10,,,2.66,,,2.66
2019-06-11,,,1.17,,,1.17
2019-06-12,,,0.26,,,0.26
2019-06-13,,0.01,0.25,,,0.13
2019-06-14,,,,,,
2019-06-15,,,,,,
2019-06-16,,0.2,,,0.14,0.17
2019-06-17,,0.08,0.01,,0.0,0.03
2019-06-18,,0.0,0.48,,,0.24
2019-06-19,,,0.2,,,0.2
2019-06-20,,,,,,
2019-06-21,,,0.0,,,0.0
2019-06-22,,,,,,
2019-06-23,,,0.07,,,0.07
2019-06-24,,,6.8,,,6.8
2019-06-25,,,0.08,,,0.08
2019-06-26,,,0.33,,,0.33
2019-06-27,,0.02,0.03,,,0.025
2019-06-28,,0.0,,,,0.0
2019-06-29,,0.0,,,,0.0
2019-06-30,,,0.03,,,0.03
2019-07-01,,,,,,
2019-07-02,,0.0,0.05,,,0.025
2019-07-03,,0.0,0.65,,,0.325
2019-07-04,,0.02,1.23,,,0.625
2019-07-05,,0.54,0.03,,,0.28500000000000003
2019-07-06,,0.18,,,,0.18
2019-07-07,,0.07,0.03,,,0.05
2019-07-08,,,,,,
2019-07-09,,0.01,0.17,,,0.09000000000000001
2019-07-10,,,1.1,,,1.1
2019-07-11,,,1.3,,,1.3
2019-07-12,,,0.13,,,0.13
2019-07-13,,,0.05,,,0.05
2019-07-14,,0.0,0.33,,,0.165
2019-07-15,,,0.0,,,0.0
2019-07-16,,0.11,0.0,,,0.055
2019-07-17,,0.15,,,,0.15
2019-07-18,,0.13,,,,0.13
2019-07-19,,0.0,1.04,,,0.52
2019-07-20,,0.0,0.11,,,0.055
2019-07-21,,,0.02,,,0.02
2019-07-22,,0.81,1.78,,,1.295
2019-07-23,,0.0,0.31,,,0.155
2019-07-24,,0.0,1.3,,,0.65
2019-07-25,,0.0,0.0,,,0.0
2019-07-26,,0.0,,,,0.0
2019-07-27,,,,,,
2019-07-28,,1.15,,,,1.15
2019-07-29,,0.5,0.36,,,0.43
2019-07-30,,0.45,0.08,,,0.265
2019-07-31,,0.0,0.6,,,0.3
2019-08-01,,0.09,1.34,,,0.7150000000000001
2019-08-02,,0.09,0.26,,,0.175
2019-08-03,,0.01,0.15,,,0.08
2019-08-04,,0.43,,,,0.43
2019-08-05,,0.23,0.0,,,0.115
2019-08-06,,0.59,1.18,,,0.885
2019-08-07,,,0.06,,,0.06
2019-08-08,,,,,,
2019-08-09,,0.57,,,,0.57
2019-08-10,,0.07,0.05,,,0.060000000000000005
2019-08-11,,0.18,0.92,,,0.55
2019-08-12,,0.1,0.91,,,0.505
2019-08-13,,,0.91,,,0.91
2019-08-14,,,3.47,,,3.47
2019-08-15,,,0.26,,,0.26
2019-08-16,,0.0,2.4,,,1.2
2019-08-17,,,0.67,,,0.67
2019-08-18,,,0.69,,,0.69
2019-08-19,,,0.04,,,0.04
2019-08-20,,0.16,,,,0.16
2019-08-21,,0.12,,,,0.12
2019-08-22,,0.0,,,,0.0
2019-08-23,,,0.0,,,0.0
2019-08-24,,,0.01,,,0.01
2019-08-25,,,4.17,,,4.17
2019-08-26,,,0.2,,,0.2
2019-08-27,,,0.12,,,0.12
2019-08-28,,,0.12,,,0.12
2019-08-29,,,0.93,,,0.93
2019-08-30,,,0.48,,,0.48
2019-08-31,,,0.16,,,0.16
2019-09-01,,,0.63,,,0.63
2019-09-02,,,0.83,,,0.83
2019-09-03,,,0.39,,,0.39
2019-09-04,,,0.01,,,0.01
2019-09-05,,,0.06,,,0.06
2019-09-06,,,,,,
2019-09-07,,,,,,
2019-09-08,,,0.9,,,0.9
2019-09-09,,1.76,,,,1.76
2019-09-10,,0.8,0.0,,,0.4
2019-09-11,,0.02,,,,0.02
2019-09-12,,0.97,,,,0.97
2019-09-13,,0.05,,,,0.05
2019-09-14,,0.0,0.14,,,0.07
2019-09-15,,,0.01,,,0.01
2019-09-16,,,0.62,,,0.62
2019-09-17,,,0.52,,,0.52
2019-09-18,,,0.15,,,0.15
2019-09-19,,,0.0,,,0.0
2019-09-20,,,,,,
2019-09-21,,,,,,
2019-09-22,,,,,,
2019-09-23,,,,,,
2019-09-24,,,,,,
2019-09-25,,,,,,
2019-09-26,,,,,,
2019-09-27,,,,,,
2019-09-28,,,,,,
2019-09-29,,,,,,
2019-09-30,,,,,,
2019-10-01,,,,,,
2019-10-02,,,,,,
2019-10-03,,0.43,,,,0.43
2019-10-04,,0.19,,,,0.19
2019-10-05,,0.04,,,,0.04
2019-10-06,,0.0,0.1,,,0.05
2019-10-07,,,0.17,,,0.17
2019-10-08,,,0.67,,,0.67
2019-10-09,,,0.0,,,0.0
2019-10-10,,,0.0,,,0.0
2019-10-11,,,,,,
2019-10-12,,,0.59,,,0.59
2019-10-13,,0.07,0.01,,,0.04
2019-10-14,,0.07,0.01,,,0.04
2019-10-15,,0.0,,,,0.0
2019-10-16,,,,,,
2019-10-17,,0.03,,,,0.03
2019-10-18,,0.01,,,,0.01
2019-10-19,,0.0,,,,0.0
2019-10-20,,,,,,
2019-10-21,,,,,,
2019-10-22,,,,,,
2019-10-23,,,,,,
2019-10-24,,0.19,0.0,,,0.095
2019-10-25,,,,,0.06,0.06
2019-10-26,,,,,0.0,0.0
2019-10-27,,,,,0.01,0.01
2019-10-28,,,,,0.0,0.0
2019-10-29,,,,,0.0,0.0
2019-10-30,,,,,,
2019-10-31,,,,,,
2019-11-01,,,,,,
2019-11-02,,0.03,,,,0.03
2019-11-03,,0.01,0.0,,,0.005
2019-11-04,,0.0,0.0,,,0.0
2019-11-05,,,0.0,,,0.0
2019-11-06,,,,,,
2019-11-07,,,,,,
2019-11-08,,,,,,
2019-11-09,,0.64,,,,0.64
2019-11-10,,0.04,,,,0.04
2019-11-11,,0.0,,,0.01,0.005
2019-11-12,,,,,0.17,0.17
2019-11-13,,,,,0.02,0.02
2019-11-14,,,,,0.0,0.0
2019-11-15,,,,,,
2019-11-16,,,,,0.09,0.09
2019-11-17,,,,,0.35,0.35
2019-11-18,,,,,,
