???????????,,,,,,,,
,,,,,,,,
??? : 2015-01-01 ~ 2025-01-24 ?? : ??(??) USD [???? : 2025-01-31 13:57:07],,,,,,,,
??,1?,??????,10?,1??,2??,3??,6??,12??
2017-05-26,0.00617,-0.00001,0.01952,0.02829,0.04000,0.04899,0.06929,0.09799
2017-05-25,0.00618,0.00000,0.01955,0.02833,0.04007,0.04907,0.06940,0.09815
2017-05-24,0.00618,-0.00001,0.01953,0.02830,0.04002,0.04902,0.06932,0.09804
2017-05-23,0.00619,-0.00001,0.01957,0.02836,0.04010,0.04911,0.06946,0.09823
2017-05-22,0.00620,0.00000,0.01960,0.02841,0.04017,0.04920,0.06958,0.09841
2017-05-19,0.00620,0.00000,0.01960,0.02840,0.04016,0.04919,0.06956,0.09837
2017-05-18,0.00620,0.00001,0.01961,0.02841,0.04018,0.04921,0.06960,0.09842
2017-05-17,0.00619,0.00000,0.01959,0.02838,0.04014,0.04916,0.06953,0.09833
2017-05-16,0.00619,0.00000,0.01959,0.02838,0.04014,0.04916,0.06953,0.09833
2017-05-15,0.00619,0.00001,0.01959,0.02838,0.04014,0.04916,0.06952,0.09832
2017-05-12,0.00618,-0.00004,0.01954,0.02832,0.04005,0.04905,0.06936,0.09809
2017-05-11,0.00622,-0.00005,0.01968,0.02852,0.04033,0.04939,0.06985,0.09878
2017-05-10,0.00627,0.00001,0.01981,0.02871,0.04061,0.04973,0.07033,0.09947
2017-05-08,0.00626,0.00000,0.01980,0.02870,0.04058,0.04970,0.07029,0.09941
2017-05-04,0.00626,0.00000,0.01980,0.02870,0.04059,0.04971,0.07030,0.09942
2017-05-02,0.00626,-0.00002,0.01980,0.02869,0.04058,0.04970,0.07028,0.09939
2017-04-28,0.00628,0.00001,0.01985,0.02876,0.04068,0.04982,0.07046,0.09964
2017-04-27,0.00627,0.00000,0.01984,0.02875,0.04066,0.04980,0.07042,0.09959
2017-04-26,0.00627,0.00000,0.01982,0.02873,0.04063,0.04976,0.07037,0.09952
2017-04-25,0.00627,-0.00002,0.01984,0.02875,0.04066,0.04980,0.07042,0.09959
2017-04-24,0.00629,0.00001,0.01989,0.02883,0.04077,0.04993,0.07062,0.09986
2017-04-21,0.00628,0.00000,0.01987,0.02879,0.04071,0.04986,0.07052,0.09972
2017-04-20,0.00628,-0.00005,0.01986,0.02879,0.04071,0.04986,0.07051,0.09972
2017-04-19,0.00633,0.00001,0.02002,0.02901,0.04103,0.05025,0.07107,0.10050
2017-04-18,0.00632,0.00001,0.01999,0.02896,0.04096,0.05016,0.07094,0.10033
2017-04-17,0.00631,-0.00002,0.01995,0.02891,0.04088,0.05007,0.07080,0.10013
2017-04-14,0.00633,0.00002,0.02003,0.02902,0.04105,0.05027,0.07109,0.10054
2017-04-13,0.00631,0.00000,0.01996,0.02893,0.04091,0.05011,0.07086,0.10021
2017-04-12,0.00631,0.00001,0.01994,0.02889,0.04086,0.05005,0.07078,0.10009
2017-04-11,0.00630,0.00000,0.01991,0.02885,0.04080,0.04997,0.07066,0.09993
2017-04-10,0.00630,0.00002,0.01992,0.02887,0.04083,0.05000,0.07071,0.10000
2017-04-07,0.00628,-0.00002,0.01986,0.02879,0.04071,0.04986,0.07051,0.09972
2017-04-06,0.00630,0.00000,0.01993,0.02889,0.04085,0.05003,0.07076,0.10007
2017-04-05,0.00630,-0.00003,0.01992,0.02887,0.04083,0.05000,0.07072,0.10001
2017-04-04,0.00633,0.00000,0.02001,0.02900,0.04102,0.05023,0.07104,0.10047
2017-04-03,0.00633,-0.00008,0.02002,0.02901,0.04103,0.05025,0.07107,0.10050
2017-03-31,0.00641,0.00000,0.02027,0.02937,0.04154,0.05088,0.07195,0.10175
2017-03-30,0.00641,0.00000,0.02027,0.02937,0.04154,0.05087,0.07194,0.10174
2017-03-29,0.00641,0.00000,0.02027,0.02937,0.04154,0.05088,0.07195,0.10175
2017-03-28,0.00641,-0.00001,0.02028,0.02938,0.04155,0.05089,0.07197,0.10178
2017-03-27,0.00642,0.00002,0.02030,0.02942,0.04160,0.05095,0.07205,0.10190
2017-03-24,0.00640,0.00000,0.02024,0.02933,0.04149,0.05081,0.07185,0.10162
2017-03-23,0.00640,0.00000,0.02024,0.02933,0.04148,0.05080,0.07185,0.10161
2017-03-22,0.00640,-0.00001,0.02024,0.02933,0.04148,0.05081,0.07185,0.10162
2017-03-21,0.00641,-0.00012,0.02028,0.02938,0.04155,0.05089,0.07197,0.10178
2017-03-20,0.00653,0.00004,0.02065,0.02992,0.04232,0.05183,0.07330,0.10366
2017-03-17,0.00649,0.00000,0.02053,0.02976,0.04208,0.05154,0.07289,0.10308
2017-03-16,0.00649,0.00003,0.02054,0.02976,0.04209,0.05154,0.07289,0.10309
2017-03-15,0.00646,-0.00001,0.02044,0.02962,0.04189,0.05130,0.07255,0.10261
2017-03-14,0.00647,-0.00003,0.02045,0.02963,0.04190,0.05132,0.07258,0.10264
2017-03-13,0.00650,0.00001,0.02056,0.02980,0.04214,0.05162,0.07300,0.10323
2017-03-10,0.00649,0.00000,0.02052,0.02973,0.04205,0.05150,0.07283,0.10300
2017-03-09,0.00649,0.00003,0.02052,0.02974,0.04206,0.05151,0.07285,0.10302
2017-03-08,0.00646,-0.00002,0.02044,0.02962,0.04189,0.05131,0.07256,0.10262
2017-03-07,0.00648,-0.00002,0.02049,0.02969,0.04199,0.05142,0.07272,0.10284
2017-03-06,0.00650,-0.00002,0.02057,0.02981,0.04215,0.05162,0.07301,0.10325
2017-03-03,0.00652,0.00005,0.02061,0.02987,0.04224,0.05173,0.07315,0.10346
2017-03-02,0.00647,0.00005,0.02046,0.02965,0.04193,0.05135,0.07262,0.10270
2017-02-28,0.00642,0.00000,0.02030,0.02942,0.04160,0.05095,0.07206,0.10191
2017-02-27,0.00642,0.00000,0.02031,0.02943,0.04162,0.05097,0.07208,0.10194
2017-02-24,0.00642,0.00001,0.02030,0.02942,0.04161,0.05096,0.07207,0.10193
2017-02-23,0.00641,0.00000,0.02028,0.02938,0.04156,0.05090,0.07198,0.10179
2017-02-22,0.00641,0.00000,0.02026,0.02936,0.04152,0.05085,0.07191,0.10170
2017-02-21,0.00641,0.00000,0.02026,0.02936,0.04153,0.05086,0.07193,0.10172
2017-02-20,0.00641,-0.00003,0.02027,0.02937,0.04154,0.05087,0.07194,0.10174
2017-02-17,0.00644,0.00001,0.02036,0.02951,0.04174,0.05112,0.07229,0.10223
2017-02-16,0.00643,0.00000,0.02033,0.02946,0.04167,0.05103,0.07217,0.10206
2017-02-15,0.00643,-0.00001,0.02033,0.02946,0.04167,0.05103,0.07217,0.10206
2017-02-14,0.00644,0.00003,0.02035,0.02949,0.04171,0.05108,0.07224,0.10216
2017-02-13,0.00641,0.00001,0.02026,0.02935,0.04151,0.05084,0.07190,0.10168
2017-02-10,0.00640,-0.00007,0.02025,0.02934,0.04149,0.05082,0.07187,0.10163
2017-02-09,0.00647,-0.00001,0.02046,0.02965,0.04193,0.05136,0.07263,0.10272
2017-02-08,0.00648,-0.00001,0.02050,0.02971,0.04202,0.05147,0.07278,0.10293
2017-02-07,0.00649,0.00001,0.02053,0.02976,0.04208,0.05154,0.07288,0.10307
2017-02-06,0.00648,0.00002,0.02049,0.02969,0.04199,0.05143,0.07273,0.10286
2017-02-03,0.00646,0.00001,0.02042,0.02959,0.04185,0.05125,0.07249,0.10251
2017-02-02,0.00645,0.00002,0.02041,0.02958,0.04183,0.05123,0.07245,0.10246
2017-02-01,0.00643,0.00001,0.02032,0.02944,0.04164,0.05100,0.07212,0.10200
2017-01-31,0.00642,0.00000,0.02030,0.02942,0.04161,0.05096,0.07206,0.10191
2017-01-26,0.00642,-0.00004,0.02030,0.02942,0.04161,0.05096,0.07207,0.10192
2017-01-25,0.00646,0.00000,0.02044,0.02962,0.04189,0.05130,0.07255,0.10260
2017-01-24,0.00646,-0.00003,0.02044,0.02962,0.04190,0.05131,0.07257,0.10262
2017-01-23,0.00649,0.00001,0.02051,0.02972,0.04203,0.05148,0.07280,0.10296
2017-01-20,0.00648,-0.00001,0.02050,0.02971,0.04201,0.05146,0.07277,0.10291
2017-01-19,0.00649,0.00003,0.02051,0.02972,0.04203,0.05147,0.07280,0.10295
2017-01-18,0.00646,-0.00003,0.02044,0.02962,0.04189,0.05131,0.07256,0.10262
2017-01-17,0.00649,0.00005,0.02051,0.02972,0.04203,0.05148,0.07280,0.10296
2017-01-16,0.00644,0.00001,0.02037,0.02952,0.04174,0.05112,0.07230,0.10225
2017-01-13,0.00643,-0.00001,0.02033,0.02946,0.04166,0.05102,0.07216,0.10204
2017-01-12,0.00644,0.00009,0.02036,0.02950,0.04172,0.05109,0.07226,0.10219
2017-01-11,0.00635,0.00000,0.02008,0.02910,0.04115,0.05040,0.07127,0.10079
2017-01-10,0.00635,-0.00001,0.02008,0.02910,0.04115,0.05040,0.07127,0.10079
2017-01-09,0.00636,0.00004,0.02010,0.02913,0.04120,0.05046,0.07136,0.10092
2017-01-06,0.00632,-0.00003,0.02000,0.02898,0.04098,0.05019,0.07098,0.10039
2017-01-05,0.00635,0.00005,0.02007,0.02908,0.04113,0.05037,0.07124,0.10075
2017-01-04,0.00630,0.00000,0.01994,0.02889,0.04086,0.05004,0.07076,0.10007
2017-01-03,0.00630,0.00000,0.01993,0.02889,0.04085,0.05004,0.07076,0.10007
2017-01-02,0.00630,0.00001,0.01993,0.02888,0.04084,0.05002,0.07073,0.10003
2016-12-30,0.00629,0.00000,0.01990,0.02884,0.04078,0.04995,0.07064,0.09990
2016-12-29,0.00629,-0.00001,0.01990,0.02884,0.04079,0.04995,0.07064,0.09990
2016-12-28,0.00630,-0.00001,0.01992,0.02886,0.04082,0.04999,0.07070,0.09999
2016-12-27,0.00631,0.00000,0.01995,0.02890,0.04088,0.05006,0.07080,0.10013
2016-12-26,0.00631,0.00000,0.01995,0.02891,0.04089,0.05007,0.07081,0.10015
2016-12-23,0.00631,0.00000,0.01995,0.02891,0.04089,0.05008,0.07083,0.10016
2016-12-22,0.00631,0.00000,0.01995,0.02892,0.04090,0.05009,0.07083,0.10017
2016-12-21,0.00631,0.00000,0.01995,0.02891,0.04088,0.05007,0.07080,0.10013
2016-12-20,0.00631,0.00000,0.01996,0.02892,0.04090,0.05010,0.07085,0.10019
2016-12-19,0.00631,0.00000,0.01994,0.02890,0.04087,0.05006,0.07080,0.10012
2016-12-16,0.00631,0.00001,0.01994,0.02890,0.04087,0.05005,0.07079,0.10011
2016-12-15,0.00630,0.00003,0.01992,0.02887,0.04083,0.05000,0.07071,0.10000
2016-12-14,0.00627,-0.00002,0.01984,0.02875,0.04066,0.04980,0.07042,0.09960
2016-12-13,0.00629,-0.00002,0.01991,0.02885,0.04079,0.04996,0.07066,0.09993
2016-12-12,0.00631,0.00000,0.01994,0.02890,0.04087,0.05005,0.07078,0.10010
2016-12-09,0.00631,0.00002,0.01995,0.02890,0.04088,0.05006,0.07080,0.10013
2016-12-08,0.00629,0.00001,0.01991,0.02885,0.04079,0.04996,0.07066,0.09992
2016-12-07,0.00628,0.00000,0.01986,0.02878,0.04070,0.04985,0.07050,0.09970
2016-12-06,0.00628,0.00000,0.01985,0.02877,0.04069,0.04983,0.07047,0.09966
2016-12-05,0.00628,-0.00001,0.01985,0.02876,0.04068,0.04982,0.07046,0.09964
2016-12-02,0.00629,0.00000,0.01988,0.02880,0.04073,0.04989,0.07055,0.09978
2016-12-01,0.00629,-0.00002,0.01989,0.02883,0.04077,0.04994,0.07062,0.09987
2016-11-30,0.00631,-0.00001,0.01996,0.02893,0.04091,0.05010,0.07086,0.10021
2016-11-29,0.00632,0.00000,0.01999,0.02896,0.04096,0.05017,0.07095,0.10033
2016-11-28,0.00632,-0.00001,0.01999,0.02897,0.04097,0.05018,0.07097,0.10036
2016-11-25,0.00633,-0.00001,0.02002,0.02901,0.04102,0.05024,0.07105,0.10048
2016-11-24,0.00634,0.00000,0.02005,0.02905,0.04108,0.05031,0.07115,0.10063
2016-11-23,0.00634,0.00000,0.02004,0.02904,0.04108,0.05031,0.07114,0.10061
2016-11-22,0.00634,0.00000,0.02004,0.02904,0.04107,0.05031,0.07114,0.10061
2016-11-21,0.00634,-0.00001,0.02005,0.02906,0.04110,0.05033,0.07118,0.10066
2016-11-18,0.00635,0.00001,0.02008,0.02910,0.04115,0.05040,0.07127,0.10079
2016-11-17,0.00634,0.00000,0.02006,0.02907,0.04111,0.05034,0.07120,0.10069
2016-11-16,0.00634,0.00001,0.02005,0.02906,0.04109,0.05033,0.07117,0.10066
2016-11-15,0.00633,-0.00006,0.02003,0.02903,0.04105,0.05027,0.07110,0.10055
2016-11-14,0.00639,0.00001,0.02020,0.02927,0.04139,0.05069,0.07169,0.10139
2016-11-11,0.00638,0.00004,0.02017,0.02923,0.04134,0.05063,0.07160,0.10126
2016-11-10,0.00634,0.00001,0.02004,0.02904,0.04106,0.05029,0.07113,0.10059
2016-11-09,0.00633,0.00003,0.02002,0.02900,0.04102,0.05024,0.07105,0.10048
2016-11-08,0.00630,0.00001,0.01992,0.02887,0.04083,0.05001,0.07072,0.10002
2016-11-07,0.00629,0.00000,0.01988,0.02881,0.04074,0.04989,0.07056,0.09979
2016-11-04,0.00629,-0.00005,0.01990,0.02885,0.04079,0.04996,0.07066,0.09992
2016-11-03,0.00634,0.00001,0.02003,0.02903,0.04106,0.05028,0.07111,0.10057
2016-11-02,0.00633,0.00000,0.02002,0.02902,0.04104,0.05026,0.07108,0.10052
2016-11-01,0.00633,0.00000,0.02001,0.02899,0.04100,0.05021,0.07101,0.10043
2016-10-31,0.00633,-0.00002,0.02002,0.02901,0.04102,0.05024,0.07105,0.10048
2016-10-28,0.00635,0.00000,0.02009,0.02912,0.04118,0.05043,0.07133,0.10087
2016-10-27,0.00635,0.00001,0.02009,0.02911,0.04117,0.05042,0.07131,0.10085
2016-10-26,0.00634,-0.00002,0.02006,0.02907,0.04111,0.05035,0.07121,0.10070
2016-10-25,0.00636,-0.00002,0.02012,0.02915,0.04122,0.05049,0.07140,0.10098
2016-10-24,0.00638,0.00000,0.02018,0.02925,0.04136,0.05066,0.07164,0.10132
2016-10-21,0.00638,-0.00007,0.02019,0.02925,0.04137,0.05067,0.07166,0.10134
2016-10-20,0.00645,0.00000,0.02041,0.02958,0.04183,0.05123,0.07245,0.10247
2016-10-19,0.00645,0.00000,0.02039,0.02955,0.04179,0.05118,0.07238,0.10237
2016-10-18,0.00645,-0.00004,0.02040,0.02956,0.04180,0.05119,0.07240,0.10239
2016-10-17,0.00649,0.00002,0.02051,0.02972,0.04204,0.05148,0.07281,0.10297
2016-10-14,0.00647,-0.00002,0.02047,0.02966,0.04195,0.05138,0.07266,0.10276
2016-10-13,0.00649,0.00004,0.02052,0.02974,0.04206,0.05151,0.07285,0.10303
2016-10-12,0.00645,-0.00005,0.02040,0.02956,0.04181,0.05121,0.07242,0.10242
2016-10-11,0.00650,0.00003,0.02055,0.02979,0.04212,0.05159,0.07296,0.10318
2016-10-10,0.00647,0.00001,0.02045,0.02964,0.04191,0.05133,0.07259,0.10266
2016-10-07,0.00646,-0.00003,0.02044,0.02962,0.04188,0.05130,0.07254,0.10259
2016-10-06,0.00649,0.00000,0.02054,0.02976,0.04209,0.05154,0.07289,0.10309
2016-10-05,0.00649,0.00000,0.02054,0.02976,0.04208,0.05154,0.07289,0.10309
2016-10-04,0.00649,0.00000,0.02052,0.02974,0.04206,0.05151,0.07285,0.10302
2016-09-30,0.00649,-0.00001,0.02052,0.02974,0.04205,0.05150,0.07284,0.10301
2016-09-29,0.00650,-0.00005,0.02055,0.02978,0.04211,0.05157,0.07294,0.10315
2016-09-28,0.00655,0.00000,0.02070,0.02999,0.04242,0.05195,0.07347,0.10390
2016-09-27,0.00655,0.00001,0.02072,0.03002,0.04246,0.05200,0.07354,0.10400
2016-09-26,0.00654,0.00001,0.02067,0.02995,0.04236,0.05188,0.07336,0.10375
2016-09-23,0.00653,0.00000,0.02066,0.02994,0.04234,0.05186,0.07334,0.10371
2016-09-22,0.00653,0.00002,0.02066,0.02994,0.04234,0.05185,0.07333,0.10371
2016-09-21,0.00651,0.00001,0.02058,0.02982,0.04217,0.05165,0.07304,0.10329
2016-09-20,0.00650,-0.00001,0.02055,0.02978,0.04212,0.05158,0.07295,0.10316
2016-09-19,0.00651,0.00000,0.02058,0.02982,0.04217,0.05165,0.07305,0.10331
2016-09-13,0.00651,0.00000,0.02059,0.02984,0.04219,0.05168,0.07308,0.10335
2016-09-12,0.00651,0.00001,0.02060,0.02986,0.04222,0.05171,0.07313,0.10342
2016-09-09,0.00650,0.00003,0.02055,0.02978,0.04211,0.05158,0.07294,0.10316
2016-09-08,0.00647,-0.00001,0.02047,0.02967,0.04196,0.05138,0.07267,0.10277
2016-09-07,0.00648,0.00005,0.02050,0.02970,0.04201,0.05145,0.07276,0.10290
2016-09-06,0.00643,-0.00001,0.02034,0.02948,0.04169,0.05105,0.07220,0.10211
2016-09-05,0.00644,0.00004,0.02037,0.02951,0.04174,0.05112,0.07229,0.10223
2016-09-02,0.00640,0.00000,0.02025,0.02934,0.04150,0.05083,0.07188,0.10165
2016-09-01,0.00640,0.00000,0.02024,0.02934,0.04149,0.05081,0.07186,0.10162
2016-08-31,0.00640,0.00000,0.02022,0.02931,0.04144,0.05076,0.07178,0.10152
2016-08-30,0.00640,-0.00007,0.02023,0.02932,0.04147,0.05079,0.07182,0.10157
2016-08-29,0.00647,0.00000,0.02046,0.02965,0.04193,0.05135,0.07262,0.10270
2016-08-26,0.00647,-0.00001,0.02046,0.02965,0.04194,0.05136,0.07264,0.10272
2016-08-25,0.00648,0.00000,0.02048,0.02967,0.04196,0.05139,0.07268,0.10279
2016-08-24,0.00648,0.00001,0.02049,0.02969,0.04199,0.05142,0.07272,0.10285
2016-08-23,0.00647,0.00001,0.02047,0.02966,0.04195,0.05138,0.07266,0.10276
2016-08-22,0.00646,0.00000,0.02042,0.02960,0.04186,0.05126,0.07250,0.10253
2016-08-19,0.00646,0.00001,0.02044,0.02961,0.04188,0.05129,0.07254,0.10259
2016-08-18,0.00645,0.00000,0.02039,0.02955,0.04179,0.05118,0.07238,0.10235
2016-08-17,0.00645,0.00003,0.02039,0.02954,0.04178,0.05117,0.07237,0.10235
2016-08-16,0.00642,0.00002,0.02032,0.02944,0.04163,0.05099,0.07211,0.10198
2016-08-12,0.00640,0.00001,0.02023,0.02931,0.04145,0.05077,0.07180,0.10154
2016-08-11,0.00639,0.00001,0.02021,0.02928,0.04141,0.05072,0.07172,0.10143
2016-08-10,0.00638,0.00003,0.02018,0.02924,0.04135,0.05065,0.07163,0.10129
2016-08-09,0.00635,0.00000,0.02009,0.02911,0.04117,0.05043,0.07131,0.10085
2016-08-08,0.00635,-0.00001,0.02010,0.02912,0.04118,0.05044,0.07133,0.10088
2016-08-05,0.00636,0.00001,0.02011,0.02914,0.04121,0.05048,0.07138,0.10095
2016-08-04,0.00635,-0.00002,0.02009,0.02911,0.04117,0.05043,0.07131,0.10085
2016-08-03,0.00637,0.00001,0.02016,0.02921,0.04131,0.05060,0.07156,0.10120
2016-08-02,0.00636,0.00000,0.02010,0.02913,0.04119,0.05045,0.07135,0.10090
2016-08-01,0.00636,0.00007,0.02010,0.02913,0.04119,0.05045,0.07134,0.10089
2016-07-29,0.00629,-0.00002,0.01988,0.02880,0.04073,0.04989,0.07055,0.09978
2016-07-28,0.00631,0.00001,0.01994,0.02889,0.04086,0.05004,0.07077,0.10009
2016-07-27,0.00630,0.00000,0.01992,0.02886,0.04082,0.04999,0.07070,0.09999
2016-07-26,0.00630,0.00000,0.01992,0.02887,0.04082,0.05000,0.07071,0.10000
2016-07-25,0.00630,-0.00002,0.01992,0.02887,0.04082,0.05000,0.07071,0.09999
2016-07-22,0.00632,0.00000,0.01998,0.02895,0.04094,0.05014,0.07091,0.10029
2016-07-21,0.00632,0.00000,0.01998,0.02895,0.04094,0.05015,0.07092,0.10029
2016-07-20,0.00632,0.00000,0.01997,0.02894,0.04093,0.05013,0.07090,0.10026
2016-07-19,0.00632,-0.00002,0.01998,0.02895,0.04094,0.05014,0.07091,0.10028
2016-07-18,0.00634,0.00000,0.02005,0.02906,0.04110,0.05033,0.07118,0.10067
2016-07-15,0.00634,0.00000,0.02005,0.02905,0.04109,0.05032,0.07117,0.10064
2016-07-14,0.00634,0.00003,0.02006,0.02906,0.04110,0.05034,0.07119,0.10068
2016-07-13,0.00631,0.00000,0.01996,0.02893,0.04091,0.05011,0.07087,0.10022
2016-07-12,0.00631,-0.00002,0.01997,0.02894,0.04092,0.05012,0.07088,0.10024
2016-07-11,0.00633,0.00003,0.02001,0.02900,0.04101,0.05022,0.07102,0.10044
2016-07-08,0.00630,0.00000,0.01993,0.02889,0.04085,0.05003,0.07076,0.10007
2016-07-07,0.00630,0.00002,0.01992,0.02887,0.04083,0.05001,0.07072,0.10002
2016-07-06,0.00628,0.00001,0.01987,0.02879,0.04072,0.04987,0.07053,0.09974
2016-07-05,0.00627,0.00000,0.01983,0.02874,0.04064,0.04978,0.07039,0.09955
2016-07-04,0.00627,0.00000,0.01982,0.02872,0.04061,0.04974,0.07034,0.09948
2016-07-01,0.00627,-0.00001,0.01983,0.02873,0.04063,0.04976,0.07037,0.09952
2016-06-30,0.00628,0.00001,0.01987,0.02880,0.04072,0.04988,0.07053,0.09975
2016-06-29,0.00627,0.00004,0.01984,0.02875,0.04067,0.04980,0.07043,0.09961
2016-06-28,0.00623,0.00002,0.01970,0.02855,0.04037,0.04945,0.06993,0.09889
2016-06-27,0.00621,0.00001,0.01962,0.02844,0.04021,0.04925,0.06965,0.09850
2016-06-24,0.00620,0.00013,0.01960,0.02840,0.04017,0.04919,0.06957,0.09839
2016-06-23,0.00607,-0.00005,0.01919,0.02780,0.03932,0.04816,0.06810,0.09631
2016-06-22,0.00612,0.00000,0.01935,0.02804,0.03966,0.04858,0.06870,0.09715
2016-06-21,0.00612,0.00002,0.01935,0.02804,0.03966,0.04857,0.06869,0.09714
2016-06-20,0.00610,0.00005,0.01930,0.02796,0.03955,0.04844,0.06850,0.09687
2016-06-17,0.00605,-0.00001,0.01915,0.02775,0.03924,0.04806,0.06796,0.09611
2016-06-16,0.00606,0.00000,0.01917,0.02778,0.03929,0.04812,0.06805,0.09624
2016-06-15,0.00606,-0.00002,0.01917,0.02778,0.03929,0.04812,0.06805,0.09624
2016-06-14,0.00608,0.00000,0.01924,0.02788,0.03943,0.04829,0.06830,0.09659
2016-06-13,0.00608,-0.00002,0.01924,0.02788,0.03943,0.04829,0.06829,0.09658
2016-06-10,0.00610,0.00002,0.01928,0.02793,0.03950,0.04838,0.06842,0.09677
2016-06-09,0.00608,0.00000,0.01923,0.02786,0.03941,0.04826,0.06825,0.09652
2016-06-08,0.00608,-0.00001,0.01924,0.02787,0.03942,0.04828,0.06828,0.09656
2016-06-07,0.00609,0.00019,0.01927,0.02792,0.03949,0.04837,0.06840,0.09673
2016-06-03,0.00590,0.00000,0.01866,0.02704,0.03824,0.04684,0.06624,0.09367
2016-06-02,0.00590,0.00000,0.01867,0.02705,0.03825,0.04685,0.06625,0.09370
2016-06-01,0.00590,0.00000,0.01865,0.02703,0.03823,0.04682,0.06621,0.09364
2016-05-31,0.00590,0.00000,0.01865,0.02703,0.03823,0.04682,0.06621,0.09364
2016-05-30,0.00590,-0.00004,0.01866,0.02703,0.03823,0.04682,0.06622,0.09365
2016-05-27,0.00594,0.00001,0.01877,0.02720,0.03847,0.04711,0.06662,0.09422
2016-05-26,0.00593,-0.00001,0.01877,0.02719,0.03846,0.04710,0.06661,0.09421
2016-05-25,0.00594,0.00001,0.01879,0.02722,0.03850,0.04715,0.06668,0.09430
2016-05-24,0.00593,0.00001,0.01875,0.02717,0.03843,0.04706,0.06656,0.09413
2016-05-23,0.00592,0.00002,0.01871,0.02712,0.03835,0.04697,0.06643,0.09394
2016-05-20,0.00590,-0.00001,0.01867,0.02706,0.03827,0.04687,0.06628,0.09374
2016-05-19,0.00591,0.00000,0.01870,0.02709,0.03831,0.04693,0.06636,0.09385
2016-05-18,0.00591,0.00001,0.01870,0.02711,0.03833,0.04695,0.06639,0.09390
2016-05-17,0.00590,0.00000,0.01865,0.02702,0.03822,0.04681,0.06619,0.09361
2016-05-16,0.00590,0.00001,0.01866,0.02704,0.03824,0.04684,0.06624,0.09367
2016-05-13,0.00589,0.00000,0.01864,0.02701,0.03820,0.04678,0.06616,0.09356
2016-05-12,0.00589,-0.00004,0.01863,0.02700,0.03819,0.04677,0.06615,0.09355
2016-05-11,0.00593,0.00000,0.01874,0.02716,0.03840,0.04703,0.06652,0.09407
2016-05-10,0.00593,-0.00001,0.01874,0.02715,0.03840,0.04703,0.06651,0.09406
2016-05-09,0.00594,0.00004,0.01877,0.02720,0.03847,0.04712,0.06663,0.09423
2016-05-04,0.00590,0.00005,0.01867,0.02705,0.03826,0.04686,0.06626,0.09371
2016-05-03,0.00585,0.00000,0.01850,0.02681,0.03791,0.04643,0.06566,0.09286
2016-05-02,0.00585,-0.00001,0.01850,0.02681,0.03792,0.04644,0.06568,0.09288
2016-04-29,0.00586,0.00000,0.01853,0.02685,0.03797,0.04651,0.06577,0.09301
2016-04-28,0.00586,0.00002,0.01854,0.02687,0.03800,0.04654,0.06582,0.09308
2016-04-27,0.00584,0.00000,0.01846,0.02675,0.03784,0.04634,0.06553,0.09268
2016-04-26,0.00584,0.00000,0.01848,0.02678,0.03787,0.04638,0.06559,0.09275
2016-04-25,0.00584,0.00000,0.01848,0.02678,0.03788,0.04639,0.06560,0.09278
2016-04-22,0.00584,0.00000,0.01847,0.02676,0.03785,0.04636,0.06556,0.09271
2016-04-21,0.00584,-0.00002,0.01847,0.02677,0.03785,0.04636,0.06556,0.09272
2016-04-20,0.00586,0.00000,0.01852,0.02684,0.03796,0.04650,0.06576,0.09299
2016-04-19,0.00586,0.00004,0.01852,0.02684,0.03796,0.04650,0.06575,0.09299
2016-04-18,0.00582,-0.00002,0.01839,0.02665,0.03769,0.04616,0.06528,0.09233
2016-04-15,0.00584,0.00001,0.01846,0.02675,0.03782,0.04633,0.06551,0.09265
2016-04-14,0.00583,0.00003,0.01843,0.02670,0.03776,0.04625,0.06540,0.09250
2016-04-12,0.00580,0.00001,0.01833,0.02656,0.03757,0.04601,0.06507,0.09202
2016-04-11,0.00579,0.00000,0.01832,0.02655,0.03754,0.04598,0.06503,0.09196
2016-04-08,0.00579,-0.00002,0.01832,0.02655,0.03754,0.04598,0.06503,0.09196
2016-04-07,0.00581,0.00001,0.01838,0.02663,0.03767,0.04613,0.06524,0.09226
2016-04-06,0.00580,-0.00004,0.01835,0.02659,0.03760,0.04606,0.06513,0.09211
2016-04-05,0.00584,0.00002,0.01847,0.02676,0.03784,0.04635,0.06555,0.09270
2016-04-04,0.00582,-0.00001,0.01841,0.02668,0.03773,0.04621,0.06536,0.09243
2016-04-01,0.00583,0.00004,0.01842,0.02670,0.03775,0.04624,0.06539,0.09248
2016-03-31,0.00579,0.00001,0.01832,0.02654,0.03754,0.04597,0.06502,0.09195
2016-03-30,0.00578,0.00009,0.01828,0.02649,0.03747,0.04589,0.06489,0.09178
2016-03-29,0.00569,0.00000,0.01800,0.02609,0.03689,0.04518,0.06390,0.09037
2016-03-28,0.00569,-0.00006,0.01800,0.02609,0.03689,0.04518,0.06390,0.09037
2016-03-25,0.00575,-0.00003,0.01819,0.02636,0.03728,0.04566,0.06457,0.09131
2016-03-24,0.00578,0.00000,0.01828,0.02649,0.03747,0.04589,0.06490,0.09178
2016-03-23,0.00578,-0.00003,0.01829,0.02651,0.03749,0.04591,0.06493,0.09183
2016-03-22,0.00581,0.00000,0.01836,0.02661,0.03763,0.04609,0.06518,0.09218
